ISO Index,Classification,QF,Aggregate,Resource_ID,Generating Unit Name / Description,Net Dependable Capacity (MW),PTO Area,Owner or QF ID,ISO Classification,Unit Type,Fuel Type,Zone,Demand Zone,Commercial Operating Date,Comments,River System,Nameplate Capacity (MW),Record Status A-Active Control Area Units AND C-Contract Units Outside Ctrl Area
2100,Participating Unit,No,No,BALCHS_7_UNIT 3,Balch 3,54.6,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1958-01-01,,Kings River,54.6,A
95500,Participating Unit,No,Yes,BARRE_6_PEAKER,Barre Peaker,47.0,SCE,SCE,PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2007-09-20,,,49.0,A
71900,Participating Unit,Yes,No,TKOPWR_6_HYDRO,Bear Creek Hydroelectric Project,2.83,PGAE,"Enel Green Power North America, Inc.",HYDRO,HYDRO,WATER,NP15,PGE3,1986-01-15,Formerly PGE QF 13H040,,3.2,A
116900,Participating Unit,No,No,LOCKFD_1_BEARCK,Bear Creek Solar,1.5,PGAE,Ecos Energy LLC,SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE2,2014-02-05,,,1.5,A
2300,Participating Unit,No,No,BEARDS_7_UNIT 1,Beardsley Hydro,11.5,PGAE,City of Santa Clara DBA Silicon Valley Power,HYDRO,HYDRO,WATER,NP15,PGE3,1957-01-01,,Stanislaus River,11.5,A
2400,Participating Unit,No,No,BELDEN_7_UNIT 1,Belden PH,119.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1969-01-01,,NF Feather River,119.0,A
98600,Participating Unit,Yes,Yes,TENGEN_2_PL1X2,Berry Cogen 42,40.2,SCE,Berry Petroleum Co,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1990-03-06,,,43.52,A
36600,Non-Participating,Yes,No,TENGEN_6_UNIT 1,Berry Cogen 42 Unit 1,22.7,SCE,Berry Petroleum Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1990-03-06,,,21.76,A
2500,Non-Participating,Yes,No,TENGEN_6_UNIT 2,Berry Cogen 42 Unit 2,17.5,SCE,Berry Petroleum Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1990-01-01,,,21.76,A
116500,Participating Unit,No,No,OLDRIV_6_BIOGAS,Bidart Old River 1,2.0,PGAE,ABEC Bidart-Old River LLC,BIOMASS,RECIPROCATING ENGINE,LANDFILL GAS,NP15,PGE2,2014-03-10,,,2.0,A
2800,Participating Unit,No,No,BIGCRK_7_DAM7,Big Creek Dam 7 FWG,0.3,SCE,SCE,HYDRO,HYDRO,WATER,SP15,SCE1,1986-01-01,,,0.3,A
138200,Participating Unit,No,No,BIGSKY_2_SOLAR7,Big Sky Solar 1,50.0,SCE,"Antelope DSR 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2016-12-15,,,50.0,A
137700,Participating Unit,No,No,BIGSKY_2_SOLAR5,Big Sky Solar 2,5.0,SCE,"Antelope DSR 2, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2016-11-30,,,5.0,A
137900,Participating Unit,No,No,BIGSKY_2_SOLAR2,Big Sky Solar 4,40.0,SCE,Elevation Solar C LLC,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2016-12-03,,,40.0,A
3300,Participating Unit,No,No,BLCKBT_2_STONEY,Black Butte Hydro,6.2,PGAE,City of Santa Clara DBA Silicon Valley Power,HYDRO,HYDRO,WATER,NP15,PGE3,1988-01-01,,,6.2,A
84700,Participating Unit,Yes,Yes,OLINDA_7_BLKSND,Blacksand Generating Facility,8.0,SCE,"Linn Western Processing, LLC",PEAKER,COMBUSTION TURBINE,WASTE GAS,SP15,SCE1,2000-06-01,,,8.0,A
84702,Non-Participating,Yes,No,OLINDA_7_BLKSND,Blacksand Generating Facility Turbine 2 D189,,SCE,"Linn Western Processing, LLC",PEAKER,COMBUSTION TURBINE,WASTE GAS,SP15,SCE1,2000-11-01,,,4.0,A
84701,Non-Participating,Yes,No,OLINDA_7_BLKSND,Blacksand Generating Facility Turbine 1 D182,,SCE,"Linn Western Processing, LLC",PEAKER,COMBUSTION TURBINE,WASTE GAS,SP15,SCE1,2000-06-01,,,4.0,A
124600,Participating Unit,No,No,BLCKWL_6_SOLAR1,Blackwell Solar,12.0,PGAE,"Blackwell Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,ZP26,PGE4,2015-04-16,,,12.0,A
98900,Participating Unit,No,Yes,BUCKBL_2_PL1X3,Blythe Energy Project,493.63,SCE,"Blythe Energy, LLC",THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SCE1,2010-06-11,,,537.0,A
98901,Non-Participating,No,No,BUCKBL_2_CTG11,Blythe CTG 11,182.0,SCE,"Blythe Energy, LLC ",THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2010-06-11,,,176.0,A
98902,Non-Participating,No,No,BUCKBL_2_CTG12,Blythe CTG 12,182.0,SCE,"Blythe Energy, LLC ",THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2010-06-11,,,176.0,A
98903,Non-Participating,No,No,BUCKBL_2_STG10,Blythe STG,227.0,SCE,"Blythe Energy, LLC",THERMAL,STEAM,NATURAL GAS,SP15,SCE1,2010-06-11,,,185.0,A
98200,Participating Unit,No,No,BLYTHE_1_SOLAR1,Blythe Solar 1 Project,21.0,SCE,NRG Solar Blythe LLC,SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2009-12-18,,,21.0,A
95900,Participating Unit,No,No,GEYS17_2_BOTRCK,Bottle Rock Geo Steam,17.0,PGAE,"Bottle Rock Power, LLC",GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,2007-09-22,,,55.0,A
134600,Participating Unit,No,Yes,SANTGO_2_LNDFL1,Bowerman Power,19.6,SCE,Bowerman Power,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,2016-04-27,,,20.0,A
134601,Non-Participating,No,No,SANTGO_2_LNDFL1,Bowerman Power Unit 1,,SCE,Bowerman Power,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,2016-04-27,,,3.37,A
134602,Non-Participating,No,No,SANTGO_2_LNDFL1,Bowerman Power Unit 2,,SCE,Bowerman Power,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,2016-04-27,,,3.37,A
134603,Non-Participating,No,No,SANTGO_2_LNDFL1,Bowerman Power Unit 3,,SCE,Bowerman Power,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,2016-04-27,,,3.37,A
134607,Non-Participating,No,No,SANTGO_2_LNDFL1,Bowerman Power Unit 1,,SCE,Bowerman Power,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,2016-04-27,,,3.37,A
134605,Non-Participating,No,No,SANTGO_2_LNDFL1,Bowerman Power Unit 5,,SCE,Bowerman Power,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,2016-04-27,,,3.37,A
134606,Non-Participating,No,No,SANTGO_2_LNDFL1,Bowerman Power Unit 6,,SCE,Bowerman Power,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,2016-04-27,,,3.37,A
134604,Non-Participating,No,No,SANTGO_2_LNDFL1,Bowerman Power Unit 4,,SCE,Bowerman Power,BIOGAS,RECIPROCATING ENGINE,LANDFILL GAS,SP15,SCE1,2016-04-27,,,3.37,A
106900,Participating Unit,No,No,OLINDA_2_LNDFL2,Brea Power II,28.1,SCE,Brea Power II LLC,THERMAL,COMBINED CYCLE,LANDFILL GAS,SP15,SCE1,2012-11-01,,,28.1,A
3800,Participating Unit,No,No,BRDWAY_7_UNIT 3,Broadway 3,65.0,SCE,PAS,THERMAL,STEAM,NATURAL GAS,SP15,PAS1,1965-01-01,,,65.0,A
134200,Participating Unit,No,No,DTCHWD_2_BT3WND,Brookfield Tehachapi 3,4.5,SCE,Coram Energy LLC,WIND,WIND,WIND,SP15,SCE1,1986-04-22,,,4.5,A
134300,Participating Unit,No,No,DTCHWD_2_BT4WND,Brookfield Tehachapi 4,6.52,SCE,"Coram Tehachapi, L.P.",WIND,WIND,WIND,SP15,SCE1,1986-04-22,,,7.1,A
113000,Participating Unit,No,No,JAKVAL_6_UNITG1,Buena Vista Biomass,17.84,PGAE,"Buena Vista Biomass Power, LLC",BIOMASS,STEAM,WOOD WASTE,NP15,PGE2,2013-01-03,,,20.0,A
29400,Participating Unit,Yes,No,SPBURN_2_UNIT 1,Burney Biomass,22.0,PGAE,Sierra Pacific Industries,BIOMASS,STEAM,WOOD WASTE,NP15,PGE3,1986-01-01,Formerly QF 13C049,,20.0,A
4000,Participating Unit,No,No,BUTTVL_7_UNIT 1,Butt Valley PH,40.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1958-01-01,,NF Feather River,41.0,A
37600,Participating Unit,Yes,No,CONTRL_1_OXBOW,"CAITHNESS DIXIE VALLEY, LLC",64.7,SCE,Southern California Edison Company,GEOTHERMAL,STEAM,GEOTHERMAL,SP15,SCE1,1988-06-14,"SCE QF 3011. Located in Nevada, but feeds into SCEs Control Station.",,49.8,A
135400,Participating Unit,No,No,VESTAL_2_UNIT1,CALGREN-PIXLEY,11.2,SDGE,GFP Ethanol LLC,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2016-06-30,,,5.0,A
38000,Participating Unit,Yes,Yes,BASICE_2_UNITS,CALPINE AMERICAN I COGEN (Aggregate),135.0,PGAE,Pacific Gas & Electric Company,COGENERATION,COMBINED CYCLE,NATURAL GAS,NP15,PGE3,1989-03-14,PGE QF 18C006,,135.0,A
38002,Non-Participating,Yes,No,BASICE_2_UNITS,CALPINE AMERICAN I COGEN Unit 2,,PGAE,Pacific Gas & Electric Company,COGENERATION,STEAM,HEAT RECOVERY,NP15,PGE3,1989-03-14,,,,A
38001,Non-Participating,Yes,No,BASICE_2_UNITS,CALPINE AMERICAN I COGEN Unit 1,,PGAE,Pacific Gas & Electric Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1989-03-14,,,,A
4400,Participating Unit,Yes,Yes,CAMCHE_1_PL1X3,CAMANCHE PH (AGGREGATE),9.99,PGAE,EBMUD,HYDRO,HYDRO,WATER,NP15,PGE3,1983-01-01,,Mokelumne River,9.99,A
4401,Non-Participating,No,No,CAMCHE_1_UNIT 1,Camanche Unit 1,3.3,PGAE,EBMUD,HYDRO,HYDRO,WATER,NP15,PGE3,1983-01-01,,Mokelumne River,3.33,A
4402,Non-Participating,No,No,CAMCHE_1_UNIT 2,Camanche Unit 2,3.3,PGAE,EBMUD,HYDRO,HYDRO,WATER,NP15,PGE3,1983-01-01,,Mokelumne River,3.33,A
4403,Non-Participating,No,No,CAMCHE_1_UNIT 3,Camanche Unit 3,3.7,PGAE,EBMUD,HYDRO,HYDRO,WATER,NP15,PGE3,1983-01-01,,Mokelumne River,3.33,A
44001,Participating Unit,Yes,No,CURTIS_1_CANLCK,CANAL CREEK POWER PLANT,0.9,PGAE,Merced Irrigation District,HYDRO,HYDRO,WATER,NP15,PGE3,1983-01-01,QF Conversion completed 6/17/2015. Formerly QF 25H204,,0.9,A
20400,Participating Unit,No,No,CAPMAD_1_UNIT 1,CAPCO MADERA Power Plant,24.0,PGAE,Madera Power LLC,BIOMASS,STEAM,AGRICULTURAL WASTE,NP15,PGE3,2001-05-16,,,28.5,A
4600,Participating Unit,No,Yes,CARBOU_7_PL2X3,CARIBOU UNITS 2 & 3 (AGGREGATE),49.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1921-01-01,,NF Feather River,48.0,A
4601,Non-Participating,No,No,CARBOU_7_UNIT 2,Caribou PH 1 Unit 2,25.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1921-01-01,,NF Feather River,25.0,A
4602,Non-Participating,No,No,CARBOU_7_UNIT 3,Caribou PH 1 Unit 3,25.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1924-01-01,,NF Feather River,25.0,A
4700,Participating Unit,No,Yes,CARBOU_7_PL4X5,CARIBOU UNITS 4 & 5 (AGGREGATE),122.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1958-01-01,,NF Feather River,122.0,A
4701,Non-Participating,No,No,CARBOU_7_UNIT 4,Caribou PH 2 Unit 4,61.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1958-01-01,,NF Feather River,61.0,A
4702,Non-Participating,No,No,CARBOU_7_UNIT 5,Caribou PH 2 Unit 5,61.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1958-01-01,,NF Feather River,61.0,A
38700,Participating Unit,Yes,No,LGHTHP_6_ICEGEN,CARSON COGENERATION COMPANY,48.0,SCE,CARSON COGENERATION COMPANY,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,1989-12-22,Formerly SCE QF 2087,,48.9,A
120100,Participating Unit,No,Yes,INTKEP_2_UNITS,CCSF Hetch_Hetchy Hydro Aggregate,405.0,PGAE,City & County of San Francisco,HYDRO,HYDRO,WATER,NP15,PGE3,2006-07-01,,,405.0,A
77600,Non-Participating,No,No,INTKEP_2_HOLM 1,Holm Unit 1,83.0,PGAE,CCSF,HYDRO,HYDRO,WATER,NP15,PGE3,1960-01-01,,,85.0,A
77700,Non-Participating,No,No,INTKEP_2_HOLM 2,Holm Unit 2,83.0,PGAE,CCSF,HYDRO,HYDRO,WATER,NP15,PGE3,1960-01-01,,,85.0,A
78100,Non-Participating,No,No,INTKEP_2_KIRKW1,Kirkwood Unit 1,45.0,PGAE,CCSF,HYDRO,HYDRO,WATER,NP15,PGE3,1967-01-01,,,43.13,A
78200,Non-Participating,No,No,INTKEP_2_KIRKW2,Kirkwood Unit 2,45.0,PGAE,CCSF,HYDRO,HYDRO,WATER,NP15,SCE1,1967-01-01,,,43.13,A
78300,Non-Participating,No,No,INTKEP_2_KIRKW3,Kirkwood Unit 3,45.0,PGAE,CCSF,HYDRO,HYDRO,WATER,NP15,PGE3,1987-01-01,,,43.13,A
79000,Non-Participating,No,No,MOCCPH_7_UNIT 1,Moccasin Unit 1,52.0,PGAE,CCSF,HYDRO,HYDRO,WATER,NP15,PGE3,1969-01-01,,,57.5,A
79100,Non-Participating,No,No,MOCCPH_7_UNIT 2,Moccasin Unit 2,52.0,PGAE,CCSF,HYDRO,HYDRO,WATER,NP15,PGE3,1969-01-01,,,57.5,A
78900,Non-Participating,No,No,MOCCPH_7_UNIT 2,MOCCASIN LOW HEAD,3.2,PGAE,CCSF,HYDRO,HYDRO,WATER,NP15,PGE3,1987-01-01,,,3.2,A
35311,Participating Unit,Yes,No,MIDWD_7_CORAMB,CELLC 7.5 MW Tehachapi Project,7.5,SCE,"Coram Energy, LLC",WIND,WIND,WIND,SP15,SCE1,1983-12-01,Formerly QFID 6029,,7.5,A
38900,Participating Unit,Yes,Yes,CENTER_2_QF,CENTER AREA LUMPED UNITS,31.0,SCE,COGENERATION,COGENERATION,,NATURAL GAS,SP15,SCE1,1987-01-01,,,31.01,A
38905,Non-Participating,Yes,No,CENTER_2_QF,WHEELABRATOR NORWALK ENERGY COMPANY INC.,,SCE,2064,COGENERATION,,,SP15,SCE1,1987-09-10,,,27.8,A
4800,Participating Unit,No,Yes,CNTRVL_6_UNIT,CENTERVILLE,6.4,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1900-01-01,,,5.9,A
4802,Non-Participating,No,No,CNTRVL_6_UNIT,Centerville Unit 2,,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1900-01-01,,,0.9,A
4801,Non-Participating,No,No,CNTRVL_6_UNIT,Centerville Unit 1,,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1900-01-01,,,5.5,A
83900,Participating Unit,No,Yes,LAROA2_2_UNITA1,CENTRAL LA ROSITA II COMBINED CYCLE (AGGREGATE),322.0,SDGE,Energia de Baja California,THERMAL,COMBINED CYCLE,NATURAL GAS,SP15,SDG1,2003-07-22,,,336.5,A
83901,Non-Participating,No,No,LAROA2_2_CTG 2S,CENTRAL LA ROSITA II COMBUSTION TURBINE,181.5,SDGE,Energia de Baja California,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,2003-07-22,,,181.5,A
83902,Non-Participating,No,No,LAROA2_2_STG 2C,CENTRAL LA ROSITA II STEAM TURBINE,155.0,SDGE,Energia de Baja California,THERMAL,STEAM,HEAT RECOVERY,SP15,SDG1,2003-07-22,,,155.0,A
4900,Participating Unit,No,Yes,CENTRY_6_PL1X4,CENTURY (AGGREGATE),41.4,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2001-09-17,,,43.0,A
4901,Non-Participating,No,No,CENTRY_6_GEN 1,Century Unit 1,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2001-09-11,,,10.75,A
4902,Non-Participating,No,No,CENTRY_6_GEN 2,Century Unit 2,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2001-09-17,,,10.75,A
4903,Non-Participating,No,No,CENTRY_6_GEN 3,Century Unit 3,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2001-09-11,,,10.75,A
4904,Non-Participating,No,No,CENTRY_6_GEN 4,Century Unit 4,10.8,SCE,"Colton Power, LP",PEAKER,COMBUSTION TURBINE,NATURAL GAS,SP15,SCE1,2001-09-11,,,10.75,A
39600,Participating Unit,Yes,No,CHALK_1_UNIT,CHALK CLIFF LIMITED,47.49,PGAE,Chalk Cliff Limited,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1990-03-20,,,58.48,A
39900,Participating Unit,No,Yes,STOILS_1_UNITS,CHEVRON RICHMOND REFINERY,113.9,PGAE,Chevron Products Company,COGENERATION,,NATURAL GAS,NP15,PGE3,1992-08-31,"QF Conversion, was PGE QF 01C202",,155.0,A
39901,Non-Participating,No,No,STOILS_1_UNIT 1,CHEVRON RICHMOND REFINERY UNIT 1,62.5,PGAE,Chevron Products Company,THERMAL,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1992-08-31,,,125.0,A
39902,Non-Participating,No,No,STOILS_1_UNIT 2,CHEVRON RICHMOND REFINERY UNIT 2,62.5,PGAE,Chevron Products Company,THERMAL,STEAM,HEAT RECOVERY,NP15,PGE3,1992-08-31,,,30.0,A
40100,Participating Unit,Yes,No,CHEVCO_6_UNIT 1,CHEVRON USA (COALINGA),19.0,PGAE,Pacific Gas & Electric Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1986-01-17,PGE QF 25C055,,19.0,A
40300,Participating Unit,Yes,No,CHEVCY_1_UNIT,CHEVRON USA (CYMRIC),24.3,PGAE,Pacific Gas & Electric Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1982-10-15,PGE QF 25C003,,24.3,A
40400,Participating Unit,Yes,No,DISCOV_1_CHEVRN,CHEVRON USA (EASTRIDGE),56.2,PGAE,Pacific Gas & Electric Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1988-06-13,PGE QF 25C248,,56.2,A
40500,Participating Unit,Yes,No,CHEVCD_6_UNIT,CHEVRON USA (TAFT/CADET),11.5,PGAE,Pacific Gas & Electric Company,COGENERATION,COMBUSTION TURBINE,NATURAL GAS,ZP26,PGE4,1982-07-26,PGE QF 25C002,,11.5,A
5100,Participating Unit,No,No,PLACVL_1_CHILIB,CHILI BAR,8.4,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1965-01-01,,,7.0,A
40700,Participating Unit,Yes,Yes,CHINO_2_QF,CHINO AREA LUMPED UNITS,21.8,SCE,VARIOUS,VARIOUS,,LANDFILL GAS,SP15,SCE1,1987-01-01,,,21.8,A
40707,Non-Participating,Yes,No,CHINO_2_QF,WALNUT VALLEY WATER DISTRICT (#1),,SCE,4016,HYDRO,HYDRO,WATER,SP15,SCE1,1984-10-17,,,0.13,A
40701,Non-Participating,Yes,No,CHINO_2_QF,INLAND EMPIRE UTILITIES AGENCY (UPLAND),,SCE,1099,BIOMASS,,,SP15,SCE1,1992-12-28,,,0.58,A
5200,Participating Unit,No,Yes,CHWCHL_1_UNIT,CHOW 2 PEAKER PLANT,48.6,PGAE,"California Power Holdings, LLC",THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,48.6,A
5201,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 1,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5216,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 16,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5203,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 3,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5204,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 4,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5205,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 5,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5206,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 6,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5207,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 7,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5208,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 8,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5209,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 9,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5210,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 10,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5211,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 11,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5212,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 12,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5213,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 13,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5214,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 14,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5215,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 15,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
5202,Non-Participating,No,No,CHWCHL_1_UNIT,Chowchilla II Peaker Unit 2,,PGAE,NEO Corporation,THERMAL,RECIPROCATING ENGINE,NATURAL GAS,NP15,PGE3,2001-06-13,,,3.0,A
84000,Participating Unit,No,No,LAROA1_2_UNITA1,CICLO COMBINADO MEXICALI,180.0,SDGE,Energia Azteca X,THERMAL,COMBUSTION TURBINE,NATURAL GAS,SP15,SDG1,2003-07-20,,,181.5,A
121400,Participating Unit,Yes,No,CORCAN_1_SOLAR1,CID Solar,20.0,PGAE,"CID Solar, LLC",SOLAR,PHOTO VOLTAIC,SUN,NP15,PGE3,2015-01-09,,,20.0,A
40900,Participating Unit,Yes,No,HINSON_6_SERRGN,CITY OF LONG BEACH,38.91,SCE,Southern California Edison Company,BIOMASS,STEAM,LANDFILL GAS,SP15,SCE1,1988-01-01,SCE QF 1028,,38.91,A
41100,Participating Unit,Yes,Yes,CLRMTK_1_QF,CLAIRMONT AREA LUMPED QF UNITS,1.25,PGAE,VARIOUS,COGENERATION,,NATURAL GAS,NP15,PGE3,1983-12-05,,,1.25,A
41102,Non-Participating,Yes,No,CLRMTK_1_QF,Satellite Senior Homes,,PGAE,01C199,COGENERATION,,NATURAL GAS,NP15,PGE3,1986-07-17,,,0.06,A
103200,Participating Unit,No,No,COPMTN_2_CM10,CM10,10.0,SCE,"Copper Mountain Solar 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2011-10-03,,,10.0,A
101200,Participating Unit,No,No,COPMTN_2_SOLAR1,CM48,48.0,SCE,"Copper Mountain Solar 1, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,2010-06-15,,,48.0,A
105200,Participating Unit,No,No,COPMT2_2_SOLAR2,CMS2,155.0,SCE,"Copper Mountain Solar 2, LLC",SOLAR,PHOTO VOLTAIC,SUN,SP15,SCE1,,Phased Implementation: 124 MW commercial out of 155 MW total at completion. As of 2/11/2015,,124.0,A
41400,Participating Unit,No,No,COLGA1_6_SHELLW,COALINGA COGENERATION,52.9,PGAE,"Chevron Power Holdings, Inc.",COGENERATION,COMBUSTION TURBINE,NATURAL GAS,NP15,PGE3,1991-10-17,"QF Conversion, was PGE QF 25C124",,45.0,A
5500,Participating Unit,No,No,COLEMN_2_UNIT,COLEMAN,13.0,PGAE,PG&E,HYDRO,HYDRO,WATER,NP15,PGE3,1979-01-01,,Battle Creek,13.0,A
5800,Participating Unit,No,Yes,COLVIL_7_PL1X2,COLLIERVILLE HYDRO UNIT 1 & 2 AGGREGATE,246.86,PGAE,NCPA (MSS Agreement - S14),HYDRO,HYDRO,WATER,NP15,NCP1,,,,252.5,A
5801,Non-Participating,No,No,COLVIL_7_UNIT 1,COLLIERVILLE HYDRO UNIT 1,126.5,PGAE,NCPA (MSS Agreement - S14),HYDRO,HYDRO,WATER,NP15,NCP1,,,,126.5,A
5802,Non-Participating,No,No,COLVIL_7_UNIT 2,COLLIERVILLE HYDRO UNIT 2,126.0,PGAE,NCPA (MSS Agreement - S14),HYDRO,HYDRO,WATER,NP15,NCP1,,,,126.0,A
32400,Participating Unit,Yes,No,UNCHEM_1_UNIT,CONTRA COSTA CARBON PLANT,19.0,PGAE,ConocoPhillips Co. (formerly Tosco),COGENERATION,STEAM,PETROLEUM COKE,NP15,PGE3,1983-01-01,,,20.0,A
42400,Participating Unit,Yes,Yes,CONTRL_1_QF,CONTROL AREA LUMPED UNITS,31.4,SCE,VARIOUS,VARIOUS,,GEOTHERMAL,SP15,SCE1,1982-01-01,,,37.84,A
