ISO Index,Classification,QF,Aggregate,Resource_ID,Name_Description,NetCap,PTO Area,Owner or QF ID,Fuel Type,Unit Type,ISO Classification,Zone,Demand Zone,Operating Date,River System,Nameplate Capacity,Status - A=Active; C - Contracted outside CAISO,Capacity Factor,Average Heat Rate
19100,Participating Unit,No,No,KNGCTY_6_UNITA1,King City Energy Center,44.6,PGAE,CALPINE,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/14/2002,,49.9,A,,11.33939146
65700,Participating Unit,Yes,No,SMPRIP_1_SMPSON,Ripon Cogeneration Unit 1,46.05,PGAE,Veresen U.S. Power Inc.,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,4/19/1988,,49.5,A,,11.27629303
31900,Participating Unit,No,Yes,SUNRIS_2_PL1X3,SUNRISE POWER PROJECT (AGGREGATE),586.02,PGAE,Edison Mission Energy,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,6/7/2001,,590,A,,11.22487225
82600,Participating Unit,No,No,WOLFSK_1_UNITA1,WOLFSKILL ENERGY CENTER,46.9,PGAE,"Wolfskill Energy Center, LLC (Calpine)",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,3/22/2003,,49.9,A,,11.22265993
83000,Participating Unit,No,No,RVRVEW_1_UNITA1,RIVERVIEW ENERGY CENTER,48.7,PGAE,Riverview Energy Center LLC,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,5/2/2003,,49.9,A,,11.22073251
81800,Participating Unit,No,No,BOGUE_1_UNITA1,FEATHER RIVER ENERGY CENTER,46.3,PGAE,Feather River Energy Center LLC (Calpine),NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,12/23/2002,,49.9,A,,11.05756142
100,Participating Unit,No,Yes,KERNRG_1_UNITS,South Belridge Cogen Facility,55.2,PGAE,AERA ENERGY LLC,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,1/1/1985,,69.6,A,,10.93253358
50400,Participating Unit,Yes,No,SIERRA_1_UNITS,HIGH SIERRA LIMITED,52.43,PGAE,HIGH SIERRA LIMITED,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,2/24/1989,,48.08,A,,10.75731802
22700,Participating Unit,No,Yes,MOSSLD_2_PSP1,Moss Landing CC Plant 1 (Aggregate),510,PGAE,"Dynegy Moss Landing, LLC",NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,7/1/2002,,541,A,,10.75
22800,Participating Unit,No,Yes,MOSSLD_2_PSP2,Moss Landing CC Plant 2 (Aggregate),510,PGAE,"Dynegy Moss Landing, LLC",NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,7/11/2002,,541,A,,10.75
5200,Participating Unit,No,Yes,CHWCHL_1_UNIT,CHOW 2 PEAKER PLANT,48.6,PGAE,"California Power Holdings, LLC",NATURAL GAS,RECIPROCATING ENGINE,THERMAL,NP15,PGE3,6/13/2001,,48.6,A,,10.61880947
44900,Participating Unit,Yes,No,DOUBLC_1_UNITS,DOUBLE C LIMITED,52.23,PGAE,DOUBLE C LIMITED,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,3/14/1989,,48.08,A,,10.59495669
52700,Participating Unit,No,No,KERNFT_1_UNITS,KERN FRONT LIMITED,52.4,PGAE,KERN FRONT LIMITED,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,1/7/1989,,60,A,,10.57651665
127800,Participating Unit,No,Yes,PLMSSR_6_HISIER,High Sierra Cogeneration Aggregate,6,PGAE,NCPA (MSS Agreement - S14),NATURAL GAS,INTERNAL COMBUSTION,THERMAL,NP15,NCP1,4/22/2010,,6,A,,10.575
109400,Participating Unit,No,No,COCOPP_2_CTG1,GENON MARSH LANDING GEN STATION UNIT 1,204.2,PGAE,"GENON MARSH LANDING, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE3,5/1/2013,,222,A,,10.56310516
109500,Participating Unit,No,No,COCOPP_2_CTG2,GENON MARSH LANDING GEN STATION UNIT 2,202.7,PGAE,"GENON MARSH LANDING, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE3,5/1/2013,,222,A,,10.56310516
109600,Participating Unit,No,No,COCOPP_2_CTG3,GENON MARSH LANDING GEN STATION UNIT 3,208.96,PGAE,"GENON MARSH LANDING, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE3,5/1/2013,,222,A,,10.56310516
109700,Participating Unit,No,No,COCOPP_2_CTG4,GENON MARSH LANDING GEN STATION UNIT 4,204.29,PGAE,"GENON MARSH LANDING, LLC",NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE3,5/1/2013,,222,A,,10.56310516
105300,Participating Unit,No,Yes,KELSO_2_UNITS,Mariposa Energy Project,196,PGAE,"Mariposa Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,10/1/2012,,195.9,A,,10.55419221
29200,Participating Unit,Yes,Yes,SHELRF_1_UNITS,Martinez Refining Company (Aggregate),100,PGAE,Martinez Refining Co.,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,1/1/1995,,100,A,,10.26152133
84100,Participating Unit,No,Yes,ELKHIL_2_PL1X3,ELK HILLS GENERATING PROJECT (AGGREGATE),551.7,PGAE,Elk Hills Power,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,7/24/2003,,610,A,,10.16233112
44100,Participating Unit,Yes,No,DEXZEL_1_UNIT,Western Power and Steam Cogeneration,36.8,PGAE,"Western Power and Steam, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,11/30/1989,,30,A,,9.988313885
40100,Participating Unit,Yes,No,CHEVCO_6_UNIT 1,CHEVRON USA (COALINGA),19,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,1/17/1986,,19,A,,9.929203496
93300,Participating Unit,No,Yes,AGRICO_6_PL3N5,FRESNO PEAKER PLANT,22.69,PGAE,"Fresno Cogeneration Partners, LP",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,8/30/2006,,21.23,A,,9.929203496
49200,Participating Unit,Yes,No,GRNLF2_1_UNIT,GREENLEAF UNIT #2,63.75,PGAE,12C021,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,10/12/1989,,63.75,A,,9.929203496
63000,Participating Unit,Yes,No,KINGCO_1_KINGBR,"PE - KES KINGSBURG,LLC",34.5,PGAE,"KES Kingsburg, L.P.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,12/5/1990,,40,A,,9.929203496
64800,Participating Unit,Yes,No,STAUFF_1_UNIT,RHODIA INC. (RHONE-POULENC),4.6,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,6/1/1977,,4.6,A,,9.929203496
66300,Participating Unit,No,No,SALIRV_2_UNIT,SALINAS RIVER COGENERATION,57,PGAE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,10/11/1991,,45,A,,9.929203496
67400,Participating Unit,Yes,No,SGREGY_6_SANGER,"SANGER POWER, LLC",48.3,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,12/11/1990,,48.3,A,,9.929203496
67900,Participating Unit,No,No,SARGNT_2_UNIT,SARGENT CANYON COGENERATION,57.1,PGAE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,10/7/1991,,45,A,,9.929203496
40300,Participating Unit,Yes,No,CHEVCY_1_UNIT,CHEVRON USA (CYMRIC),24.3,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,10/15/1982,,24.3,A,,9.929203496
40400,Participating Unit,Yes,No,DISCOV_1_CHEVRN,CHEVRON USA (EASTRIDGE),56.2,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,6/13/1988,,56.2,A,,9.929203496
40500,Participating Unit,Yes,No,CHEVCD_6_UNIT,CHEVRON USA (TAFT/CADET),11.5,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,7/26/1982,,11.5,A,,9.929203496
70900,Participating Unit,Yes,No,VEDDER_1_SEKERN,TEXACO EXPLORATION & PRODUCTION INC. (SE KERN),39.7,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,1/31/1989,,39.7,A,,9.929203496
62900,Participating Unit,Yes,No,GRZZLY_1_BERKLY,"PE - BERKELEY, INC.",32.5,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,5/19/1987,,32.5,A,,9.891843269
61500,Participating Unit,No,No,OILDAL_1_UNIT 1,OILDALE ENERGY,40,PGAE,OILDALE ENERGY LLC,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,12/29/1984,,47.5,A,,9.866892538
20100,Participating Unit,No,Yes,LMEC_1_PL1X3,LOS MEDANOS ENERGY CENTER (AGGREGATE),561.29,PGAE,Calpine,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,6/9/2001,,519.99,A,,9.75
24500,Participating Unit,No,No,PNOCHE_1_UNITA1,Panoche - CalPeak,52.01,PGAE,CalPeak Power LLC,NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,12/27/2001,,49,A,,9.551466966
97400,Participating Unit,No,Yes,PNCHEG_2_PL1X4,Panoche Energy Center,401,PGAE,"Panoche Energy Center, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,5/28/2009,,418.6,A,,9.551466966
75700,Participating Unit,Yes,No,YUBACT_1_SUNSWT,YUBA CITY COGEN (SUNSWEET),49.97,PGAE,"Yuba City Cogeneration Partners, L.P.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,12/27/1990,,57.2,A,,9.540814549
21400,Participating Unit,No,Yes,SUNSET_2_UNITS,Midway Sunset Cogeneration Company,248,PGAE,Midway Sunset Cogeneration Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,12/18/1989,,234,A,,9.509222849
97100,Participating Unit,No,Yes,PNCHPP_1_PL1X2,Midway Peaking LLC,119.91,PGAE,"Midway Peaking, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,5/4/2009,,139.8,A,,9.509222849
102700,Participating Unit,No,No,DALYCT_1_FCELL,SF State Fuel Cell Station,1.6,PGAE,Pacific Gas and Electric Company,NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE2,9/27/2011,,1.6,A,,9.483822744
47600,Participating Unit,Yes,Yes,CALPIN_1_AGNEW,Agnews Power Plant,28,PGAE,"O.L.S. Energy-Agnews, Inc.",NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,10/19/1990,,32,A,,9.441159568
35900,Participating Unit,Yes,No,BDGRCK_1_UNITS,BADGER CREEK LIMITED,47.49,PGAE,Badger Creek Limited,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,4/1/1991,,58.48,A,,9.43024516
53800,Participating Unit,Yes,No,LIVOAK_1_UNIT 1,LIVE OAK LIMITED,47.49,PGAE,Live Oak Limited,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,3/16/1991,,58.48,A,,9.417772739
2600,Participating Unit,Yes,No,TANHIL_6_SOLART,BERRY PETROLEUM COGEN 18,17,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,1/1/1986,,6,A,,9.401195373
39600,Participating Unit,Yes,No,CHALK_1_UNIT,CHALK CLIFF LIMITED,47.49,PGAE,Chalk Cliff Limited,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,3/20/1990,,58.48,A,,9.322493207
15600,Participating Unit,No,No,HENRTA_6_UNITA1,Henrietta Peaker Plant Unit 1,49.98,PGAE,"GWF Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,7/1/2002,,49,A,,9.32
15700,Participating Unit,No,No,HENRTA_6_UNITA2,Henrietta Peaker Plant Unit 2,49.42,PGAE,"GWF Energy, LLC",NATURAL GAS,COMBUSTION TURBINE,PEAKER,NP15,PGE3,7/1/2002,,49,A,,9.32
69700,Participating Unit,Yes,No,SRINTL_6_UNIT,SRI INTERNATIONAL,6.9,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,3/10/1987,,6.9,A,,9.314747482
55400,Participating Unit,Yes,No,MKTRCK_1_UNIT 1,MCKITTRICK LIMITED,47.49,PGAE,MCKITTRICK LIMITED,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,10/16/1991,,58.48,A,,9.255471059
91400,Participating Unit,No,Yes,DUANE_1_PL1X3,DONALD VON RAESFELD POWER PLANT,147.8,PGAE,City of Santa Clara DBA Silicon Valley Power ,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,NCP1,3/24/2005,,154.4,A,,9.248566127
2700,Participating Unit,No,No,UNVRSY_1_UNIT 1,BERRY COGEN 38,38,PGAE,Berry Petroleum Company,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,1/1/1986,,37.2,A,,9.166630918
126000,Participating Unit,No,Yes,HUMBPP_6_UNITS,Humboldt Bay Generating Station 1,97.62,PGAE,Pacific Gas & Electric Company,NATURAL GAS,RECIPROCATING ENGINE,COGENERATION,NP15,PGE3,9/29/2010,,97.62,A,,9.104864946
99500,Participating Unit,No,No,HUMBPP_1_UNITS3,Humboldt Bay Generating Station 3,65.08,PGAE,PG&E,NATURAL GAS,RECIPROCATING ENGINE,THERMAL,NP15,PGE3,9/29/2010,,65.08,A,,9.104864946
56800,Participating Unit,Yes,No,MIDSET_1_UNIT 1,MIDSET COGENERATION,52.9,PGAE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,3/16/1989,,45,A,,9.06394086
36500,Participating Unit,Yes,No,BEARMT_1_UNIT,BEAR MOUNTAIN LIMITED,47.49,PGAE,BEAR MOUNTAIN LIMITED,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,4/3/1995,,58.48,A,,9.01339536
91600,Participating Unit,No,Yes,MALAGA_1_PL1X2,Malaga Power Aggregate,96,PGAE,"Malaga Power, LLC",NATURAL GAS,AGGREGATION,THERMAL,NP15,PGE3,9/19/2005,,121,A,,9
34200,Participating Unit,Yes,No,CHEVCO_6_UNIT 2,AERA ENERGY LLC. (Coalinga),12.5,PGAE,Pacific Gas & Electric Company,NATURAL GAS,,COGENERATION,NP15,PGE3,6/3/1988,,12.5,A,,8.518093945
39900,Participating Unit,No,Yes,STOILS_1_UNITS,CHEVRON RICHMOND REFINERY,113.9,PGAE,Chevron Products Company,NATURAL GAS,,COGENERATION,NP15,PGE3,8/31/1992,,155,A,,8.51
41100,Participating Unit,Yes,Yes,CLRMTK_1_QF,CLAIRMONT AREA LUMPED QF UNITS,1.25,PGAE,VARIOUS,NATURAL GAS,,COGENERATION,NP15,PGE3,12/5/1983,,1.25,A,,8.51
57500,Participating Unit,Yes,Yes,MISSIX_1_QF,MISSIX AREA (SAB FRABCUSCI) LUMPED QF UNITS,1,PGAE,VARIOUS,NATURAL GAS,,COGENERATION,NP15,PGE2,1/1/1987,,13,A,,8.51
102800,Participating Unit,No,No,CASTVL_2_FCELL,CSUEB Fuel Cell Station,1.4,PGAE,Pacific Gas and Electric Company,NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE2,9/27/2011,,1.55,A,,8.396877814
71400,Participating Unit,No,No,TXMCKT_6_UNIT,McKittrick Cogen,11.2,PGAE,Chevron U.S.A. Inc,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,10/1/1994,,11.7,A,,8.325177291
72000,Participating Unit,Yes,Yes,UNOCAL_1_UNITS,Phillips 66 - Rodeo Plant,57.3,PGAE,TOSCO,NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,5/21/1987,,49.85,A,,8.285801013
41400,Participating Unit,No,No,COLGA1_6_SHELLW,COALINGA COGENERATION,52.9,PGAE,"Chevron Power Holdings, Inc.",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,NP15,PGE3,10/17/1991,,45,A,,8.139210756
38000,Participating Unit,Yes,Yes,BASICE_2_UNITS,CALPINE AMERICAN I COGEN (Aggregate),135,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,3/14/1989,,135,A,,8.02602874
11600,Participating Unit,No,Yes,AGRICO_7_UNIT,FRESNO COGEN PLANT,50.6,PGAE,"Fresno Cogeneration Partners, LP",NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,1/1/2001,,54,A,,8.02602874
48100,Participating Unit,Yes,Yes,GILROY_1_UNIT,GILROY COGEN,120,PGAE,"Calpine Gilroy Cogen, L.P.",NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,1/1/1987,,140,A,,8.02602874
42300,Participating Unit,Yes,Yes,CONTAN_1_UNIT,Graphic Packaging Cogen,27.7,PGAE,City of Santa Clara DBA Silicon Valley Power,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,CSC1,,,27.8,A,,8.02602874
49100,Participating Unit,Yes,Yes,GRNLF1_1_UNITS,GREENLEAF UNIT #1 (Aggregate),49.5,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,1/11/1989,,69,A,,8.02602874
55100,Participating Unit,No,Yes,TIDWTR_2_UNITS,Martinez Cogen Limited Partnership,114.8,PGAE,Martinez Cogen Limited Partnership (MCLP),NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,2/23/1987,,99.9,A,,8.02602874
46600,Participating Unit,Yes,No,FRITO_1_LAY,FRITO-LAY,6,PGAE,"Frito Lay, Inc",NATURAL GAS,COMBUSTION TURBINE,COGENERATION,ZP26,PGE4,1/1/1986,,6,A,,7.771165714
105600,Participating Unit,No,Yes,SCHLTE_1_PL1X3,Tracy Combined Cycle Power Plant,332.28,PGAE,GWF Energy LLC,NATURAL GAS,COMBINED CYCLE,PEAKER,NP15,PGE3,10/31/2012,,332.28,A,,7.718079976
82000,Participating Unit,No,No,LAPLMA_2_UNIT 1,LA PALOMA UNIT 1,259.8,PGAE,La Paloma Generating Company,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,1/10/2003,,255.6,A,,7.386805875
82400,Participating Unit,No,No,LAPLMA_2_UNIT 2,LA PALOMA UNIT 2,260.2,PGAE,La Paloma Generating Company,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,3/5/2003,,255.6,A,,7.386805875
82100,Participating Unit,No,No,LAPLMA_2_UNIT 3,LA PALOMA UNIT 3,256.15,PGAE,La Paloma Generating Company,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,1/13/2003,,255.6,A,,7.386805875
82500,Participating Unit,No,No,LAPLMA_2_UNIT 4,LA PALOMA UNIT 4,259.54,PGAE,La Paloma Generating Company,NATURAL GAS,COMBINED CYCLE,THERMAL,ZP26,PGE4,3/5/2003,,255.6,A,,7.386805875
91800,Participating Unit,No,Yes,METEC_2_PL1X3,METCALF ENERGY CENTER,593.16,PGAE,Calpine,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,5/27/2005,,617,A,,7.360981711
96900,Participating Unit,No,No,GATWAY_2_PL1X3,Gateway Generating Station,562.5,PGAE,PG&E,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE3,1/4/2009,,619,A,,7.303603257
100300,Participating Unit,No,Yes,COLUSA_2_PL1X3,Colusa Generating Station,641,PGAE,Pacific Gas & Electric Company,NATURAL GAS,COMBUSTION TURBINE,THERMAL,NP15,PGE3,12/22/2010,,709,A,,7.220632208
110400,Participating Unit,No,Yes,LODIEC_2_PL1X2,Lodi Energy Center,302.58,PGAE,NCPA,NATURAL GAS,COMBINED CYCLE,THERMAL,NP15,PGE2,11/27/2012,,284,A,,6.992718037
7200,Participating Unit,No,No,CROKET_7_UNIT,CROCKETT COGEN,240,PGAE,PG&E,NATURAL GAS,COMBINED CYCLE,COGENERATION,NP15,PGE3,12/20/1995,,240,A,,5.754121092
20400,Participating Unit,No,No,CAPMAD_1_UNIT 1,CAPCO MADERA Power Plant,24,PGAE,Madera Power LLC,AGRICULTURAL WASTE,STEAM,BIOMASS,NP15,PGE3,5/16/2001,,28.5,A,,
56000,Participating Unit,Yes,No,MENBIO_6_UNIT,MENDOTA BIOMASS POWER,25,PGAE,"Covanta Mendota, L.P.",AGRICULTURAL WASTE,STEAM,BIOMASS,NP15,PGE3,6/29/1989,,28.01,A,,
73900,Participating Unit,No,No,WADHAM_6_UNIT,Wadham Energy LP,32,PGAE,Wadham Energy LP,AGRICULTURAL WASTE,STEAM,BIOMASS,NP15,PGE3,3/24/1989,,29.07,A,0.68,
8100,Participating Unit,Yes,No,DINUBA_6_UNIT,"Dinuba Energy, Inc.",12,PGAE,"Dinuba Energy, Inc.",AGRICULTURAL WASTE,STEAM,THERMAL,NP15,PGE3,7/5/2001,,11.5,A,0.221,
20200,Participating Unit,No,No,LAPAC_6_UNIT,Freshwater Tissue Company,20,PGAE,"Humboldt Bay Harbor, Recreation and Conservation District",BLACK LIQUOR,STEAM,THERMAL,NP15,PGE1,1/1/1992,,23,A,,
23600,Participating Unit,No,No,OAK C_7_UNIT 1,Oakland GT #1,55,PGAE,Dynegy Oakland LLC,DIESEL / OIL,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/1/1978,,74.5,A,,
23700,Participating Unit,No,No,OAK C_7_UNIT 2,Oakland GT #2,55,PGAE,Dynegy Oakland LLC,DIESEL / OIL,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/1/1978,,74.5,A,,
23800,Participating Unit,No,No,OAK C_7_UNIT 3,Oakland GT #3,55,PGAE,Dynegy Oakland LLC,DIESEL / OIL,COMBUSTION TURBINE,PEAKER,NP15,PGE3,1/1/1978,,74.5,A,,
45200,Participating Unit,Yes,No,OAK L_1_GTG1,MWWTP PGS 2 - Turbine,4.6,PGAE,East Bay Municipal Utility District,DIGESTER GAS,COMBUSTION TURBINE,BIOGAS,NP15,PGE3,10/21/1991,,4.6,A,,
129300,Participating Unit,No,Yes,DIXNLD_1_LNDFL,Zero Waste Energy,1.6,PGAE,Zero Waste Energy Development Company LLC,DIGESTER GAS,RECIPROCATING ENGINE,BIOGAS,NP15,PGE3,11/13/2015,,1.6,A,,
118400,Participating Unit,No,No,LASSEN_6_AGV1,AGV 1,1.8,PGAE,Amedee Geothermal Venture 1,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,4/7/2014,,2.2,A,,
93500,Participating Unit,Yes,Yes,ADLIN_1_UNITS,Aidlin Power Plant,22,PGAE,Geysers Power Co.,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,,,23,A,0.638,
95900,Participating Unit,No,No,GEYS17_2_BOTRCK,Bottle Rock Geo Steam,17,PGAE,"Bottle Rock Power, LLC",GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,9/22/2007,,55,A,0.14,
48000,Participating Unit,Yes,Yes,SANTFG_7_UNITS,Calistoga Power Plant,92.1,PGAE,Geysers Power Co.,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,3/14/1984,,92.1,A,,
4300,Participating Unit,Yes,No,SMUDGO_7_UNIT 1,Calpine Geothermal (formerly a SMUD unit),53,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1983,,78,A,,
12300,Participating Unit,No,No,NCPA_7_GP1UN1,Geothermal Plant 1 Unit 1,38.85,PGAE,NCPA (MSS Agreement - S14),GEOTHERMAL,STEAM,GEOTHERMAL,NP15,NCP1,1/1/1983,,55,A,0.487,
12400,Participating Unit,No,No,NCPA_7_GP1UN2,Geothermal Plant 1 Unit 2,34,PGAE,NCPA (MSS Agreement - S14),GEOTHERMAL,STEAM,GEOTHERMAL,NP15,NCP1,1/1/1983,,55,A,0.487,
12500,Participating Unit,No,No,NCPA_7_GP2UN3,Geothermal Plant 2 Unit 3,42.42,PGAE,NCPA (MSS Agreement - S14),GEOTHERMAL,STEAM,GEOTHERMAL,NP15,NCP1,1/1/1985,,55,A,0.385,
12600,Participating Unit,No,No,NCPA_7_GP2UN4,Geothermal Plant 2 Unit 4,52.73,PGAE,NCPA (MSS Agreement - S14),GEOTHERMAL,STEAM,GEOTHERMAL,NP15,NCP1,1/1/1986,,55,A,0.385,
12700,Participating Unit,No,No,GEYS11_7_UNIT11,Geysers Unit 11,74.4,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1975,,110,A,0.412,
12800,Participating Unit,No,No,GEYS12_7_UNIT12,Geysers Unit 12,57,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1979,,66,A,0.412,
12900,Participating Unit,Yes,No,GEYS13_7_UNIT13,Geysers Unit 13,95,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1980,,102,A,0.412,
13000,Participating Unit,Yes,No,GEYS14_7_UNIT14,Geysers Unit 14,70,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1980,,114,A,0.412,
13100,Participating Unit,Yes,No,GEYS16_7_UNIT16,Geysers Unit 16,85,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1985,,119,A,0.412,
13200,Participating Unit,No,No,GEYS17_7_UNIT17,Geysers Unit 17,60,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1982,,65,A,0.412,
13300,Participating Unit,No,No,GEYS18_7_UNIT18,Geysers Unit 18,72,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1983,,119,A,0.412,
13400,Participating Unit,No,No,GEYS20_7_UNIT20,Geysers Unit 20,62,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1985,,119,A,0.412,
13500,Participating Unit,No,Yes,GYS5X6_7_UNITS,GEYSERS UNITS 5 & 6 (AGGREGATE),85,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1971,,110,A,0.412,
13600,Participating Unit,No,Yes,GYS7X8_7_UNITS,GEYSERS UNITS 7 & 8 (AGGREGATE),82,PGAE,CALPINE,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,1/1/1972,,110,A,0.412,
38300,Participating Unit,No,Yes,WDFRDF_2_UNITS,West Ford Flat Power Plant,32.6,PGAE,Geysers Power Co.,GEOTHERMAL,STEAM,GEOTHERMAL,NP15,PGE3,12/11/1988,,32.6,A,0.623,
