wkt_geom,name,Number,Substation Longitude,Substation Latitude
PointZ (-101.20163599999999349 29.82628963596090088 0),DEL RIO 0,3050,-101.201636,29.82628964
PointZ (-101.19083600000000445 29.82472805939150007 0),DEL RIO 1,3051,-101.190836,29.82472806
PointZ (-99.61921100000000706 30.08421296081889906 0),HUNT 0,3052,-99.619211,30.08421296
PointZ (-100.03911999999999694 32.19727043471319661 0),WINGATE 0,3053,-100.03912,32.19727043
PointZ (-100.02111999999999625 32.20640911955800334 0),WINGATE 1,3054,-100.02112,32.20640912
PointZ (-100.04452000000000567 32.19407165473320021 0),WINGATE 2,3055,-100.04452,32.19407165
PointZ (-100.04452000000000567 32.19102510986940047 0),WINGATE 3,3056,-100.04452,32.19102511
PointZ (-100.04452000000000567 32.18797846302609855 0),WINGATE 4,3057,-100.04452,32.18797846
PointZ (-100.91009999999999991 31.90776560789219829 0),STERLING CITY 1 0,3058,-100.9101,31.90776561
PointZ (-100.89209999999999923 31.91693325519900171 0),STERLING CITY 1 1,3059,-100.8921,31.91693326
PointZ (-100.91549999999999443 31.90608474997300092 0),STERLING CITY 1 2,3060,-100.9155,31.90608475
PointZ (-100.91549999999999443 31.90302860320209888 0),STERLING CITY 1 3,3061,-100.9155,31.9030286
PointZ (-100.91549999999999443 31.89997235494839956 0),STERLING CITY 1 4,3062,-100.9155,31.89997235
PointZ (-100.91549999999999443 31.89691600521710058 0),STERLING CITY 1 5,3063,-100.9155,31.89691601
PointZ (-100.4742999999999995 32.22476296332899892 0),ROSCOE 4 0,3064,-100.4743,32.22476296
PointZ (-100.47969999999999402 32.22004235907910186 0),ROSCOE 4 1,3065,-100.4797,32.22004236
PointZ (-99.60741199999999651 31.16617018021510077 0),BRADY 0,3066,-99.607412,31.16617018
PointZ (-100.22665200000000141 32.41642542687009865 0),TRENT 1 0,3067,-100.226652,32.41642543
PointZ (-100.23205199999999593 32.41019519350100353 0),TRENT 1 1,3068,-100.232052,32.41019519
PointZ (-99.74402700000000266 32.11110165926380233 0),OVALO 0,3069,-99.744027,32.11110166
PointZ (-100.09099999999999397 32.27562578536309701 0),NOLAN 0,3070,-100.091,32.27562579
PointZ (-100.09640000000000271 32.27090782428729909 0),NOLAN 1,3071,-100.0964,32.27090782
PointZ (-100.18361600000000067 31.58127971052239857 0),MILES 0,3072,-100.183616,31.58127971
PointZ (-100.20016699999999332 29.22215542198420124 0),BRACKETTVILLE 2 0,3073,-100.200167,29.22215542
PointZ (-100.20556700000000205 29.21728544438600039 0),BRACKETTVILLE 2 1,3074,-100.205567,29.21728544
PointZ (-99.56105300000000113 30.83384895534819847 0),MASON 0,3075,-99.561053,30.83384896
PointZ (-100.43098500000000683 29.38621105608060091 0),BRACKETTVILLE 3 0,3076,-100.430985,29.38621106
PointZ (-99.80831399999999576 32.35061886139089893 0),ABILENE 6 0,3077,-99.808314,32.35061886
PointZ (-100.6547999999999945 32.57646633191569663 0),HERMLEIGH 0,3078,-100.6548,32.57646633
PointZ (-100.63679999999999382 32.57949990014770236 0),HERMLEIGH 1,3079,-100.6368,32.5794999
PointZ (-100.63679999999999382 32.57191577067860067 0),HERMLEIGH 2,3080,-100.6368,32.57191577
PointZ (-100.66020000000000323 32.57176408050410288 0),HERMLEIGH 3,3081,-100.6602,32.57176408
PointZ (-100.15898599999999874 32.30757222493799929 0),MERKEL 1 0,3082,-100.158986,32.30757222
PointZ (-100.14098599999999806 32.30909355358399893 0),MERKEL 1 1,3083,-100.140986,32.30909355
PointZ (-100.16438599999999326 32.30437733925099764 0),MERKEL 1 2,3084,-100.164386,32.30437734
PointZ (-100.7353999999999985 32.42382654889610194 0),LORAINE 1 0,3085,-100.7354,32.42382655
PointZ (-100.74079999999999302 32.42063576336420283 0),LORAINE 1 1,3086,-100.7408,32.42063576
PointZ (-100.74079999999999302 32.41759682659029806 0),LORAINE 1 2,3087,-100.7408,32.41759683
PointZ (-99.6384000000000043 32.49922012016070028 0),ABILENE 1 0,3088,-99.6384,32.49922012
PointZ (-99.62040000000000362 32.50529237523669934 0),ABILENE 1 1,3089,-99.6204,32.50529238
PointZ (-99.62040000000000362 32.49618382239369652 0),ABILENE 1 2,3090,-99.6204,32.49618382
PointZ (-99.62040000000000362 32.48707434709900355 0),ABILENE 1 3,3091,-99.6204,32.48707435
PointZ (-99.64379999999999882 32.49147737148290105 0),ABILENE 1 4,3092,-99.6438,32.49147737
PointZ (-100.27707599999999388 29.97873736855969895 0),ROCKSPRINGS 0,3093,-100.277076,29.97873737
PointZ (-100.04538900000000012 32.29938497537870035 0),MERKEL 2 0,3094,-100.045389,32.29938498
PointZ (-100.05078899999999464 32.29466825026440091 0),MERKEL 2 1,3095,-100.050789,32.29466825
PointZ (-101.12978400000000079 32.93735589457450175 0),FLUVANNA 2 0,3096,-101.129784,32.93735589
PointZ (-101.11178400000000011 32.93886655692109855 0),FLUVANNA 2 1,3097,-101.111784,32.93886656
PointZ (-101.13518399999999531 32.9341834073558033 0),FLUVANNA 2 2,3098,-101.135184,32.93418341
PointZ (-99.89722999999999331 32.4051857143669011 0),DYESS AFB 0,3099,-99.89723,32.40518571
PointZ (-99.8216419999999971 32.61986109091510144 0),HAWLEY 0,3100,-99.821642,32.61986109
PointZ (-98.4580660000000023 30.92595993426040124 0),BUCHANAN DAM 2 0,3101,-98.458066,30.92595993
PointZ (-99.65632300000000043 32.56587069473420115 0),ABILENE 3 0,3102,-99.656323,32.56587069
PointZ (-100.20174799999999493 32.27664364957289678 0),SWEETWATER 5 0,3103,-100.201748,32.27664365
PointZ (-98.37642200000000514 30.71922040014939981 0),BUCHANAN DAM 1 0,3104,-98.376422,30.7192204
PointZ (-98.38182199999999966 30.71751820731330085 0),BUCHANAN DAM 1 1,3105,-98.381822,30.71751821
PointZ (-98.38182199999999966 30.71442325157130071 0),BUCHANAN DAM 1 2,3106,-98.381822,30.71442325
PointZ (-99.33601099999999917 30.14979752340880026 0),INGRAM 0,3107,-99.336011,30.14979752
PointZ (-98.00168999999999642 31.07890871820070089 0),KEMPNER 0,3108,-98.00169,31.07890872
PointZ (-101.21039700000000039 32.91486320570349733 0),FLUVANNA 1 0,3109,-101.210397,32.91486321
PointZ (-101.21579699999999491 32.91168991190789939 0),FLUVANNA 1 1,3110,-101.215797,32.91168991
PointZ (-100.78238899999999489 31.93972491002369907 0),STERLING CITY 2 0,3111,-100.782389,31.93972491
PointZ (-100.78778900000000363 31.9380446471697006 0),STERLING CITY 2 1,3112,-100.787789,31.93804465
PointZ (-100.78778900000000363 31.93498956218419949 0),STERLING CITY 2 2,3113,-100.787789,31.93498956
PointZ (-100.55452499999999816 31.25807265442940164 0),SAN ANGELO 2 0,3114,-100.554525,31.25807265
PointZ (-100.48920599999999581 32.88123718894689773 0),ROTAN 0,3115,-100.489206,32.88123719
PointZ (-100.72994900000000484 32.72718077065500353 0),SYNDER 0,3116,-100.729949,32.72718077
PointZ (-100.73534899999999936 32.72551506206860239 0),SYNDER 1,3117,-100.735349,32.72551506
PointZ (-100.73534899999999936 32.72248643820869773 0),SYNDER 2,3118,-100.735349,32.72248644
PointZ (-100.37488899999999603 29.31790345454849955 0),BRACKETTVILLE 1 0,3119,-100.374889,29.31790345
PointZ (-100.38028900000000476 29.31460755084770042 0),BRACKETTVILLE 1 1,3120,-100.380289,29.31460755
PointZ (-100.57070000000000221 32.48475393565369984 0),ROSCOE 1 0,3121,-100.5707,32.48475394
PointZ (-100.57609999999999673 32.4800468813333012 0),ROSCOE 1 1,3122,-100.5761,32.48004688
PointZ (-100.00687000000000637 29.14157951280339987 0),UVALDE 0,3123,-100.00687,29.14157951
PointZ (-98.86768299999999954 30.27005650690620087 0),FREDERICKSBURG 0,3124,-98.867683,30.27005651
PointZ (-99.70689400000000546 32.45312209412559667 0),ABILENE 5 0,3125,-99.706894,32.45312209
PointZ (-99.62182900000000529 29.2928287552248996 0),SABINAL 0,3126,-99.621829,29.29282876
PointZ (-100.41289999999999338 32.28170279484690042 0),SWEETWATER 2 0,3127,-100.4129,32.28170279
PointZ (-100.70239599999999314 32.38967064335280099 0),LORAINE 2 0,3128,-100.702396,32.38967064
PointZ (-100.63909999999999911 32.38918063174089923 0),ROSCOE 3 0,3129,-100.6391,32.38918063
PointZ (-101.04662500000000591 31.79050910984399891 0),SAN ANGELO 3 0,3130,-101.046625,31.79050911
PointZ (-99.99826699999999846 32.29323854041749797 0),TUSOCOLA 0,3131,-99.998267,32.29323854
PointZ (-99.88721200000000522 31.21352784391299906 0),EDEN 0,3132,-99.887212,31.21352784
PointZ (-100.93666100000000085 32.7349458259635 0),SNYDER 2 0,3133,-100.936661,32.73494583
PointZ (-100.9258609999999976 32.73797402108019838 0),SNYDER 2 1,3134,-100.925861,32.73797402
PointZ (-100.9258609999999976 32.72888911063289896 0),SNYDER 2 2,3135,-100.925861,32.72888911
PointZ (-100.93666100000000085 32.72283198926159997 0),SNYDER 2 3,3136,-100.936661,32.72283199
PointZ (-100.11960000000000548 32.39746180411219711 0),SWEETWATER 1 0,3137,-100.1196,32.3974618
PointZ (-100.09847899999999754 30.88673150278739854 0),MENARD 0,3138,-100.098479,30.8867315
PointZ (-100.1563380000000052 31.84781352592809966 0),WINTERS 0,3139,-100.156338,31.84781353
PointZ (-99.68564999999999543 32.04139505213159822 0),GOLDSBORO 0,3140,-99.68565,32.04139505
PointZ (-100.37569999999999482 32.33503376567050225 0),SWEETWATER 3 0,3141,-100.3757,32.33503377
PointZ (-100.14367000000000019 31.27875501543820036 0),GOODFELLOW AFB 0,3142,-100.14367,31.27875502
PointZ (-99.37160099999999829 31.50610854699259988 0),SANTA ANNA 0,3143,-99.371601,31.50610855
PointZ (-99.67332299999999634 31.4007509705004999 0),ROWENA 0,3144,-99.673323,31.40075097
PointZ (-100.20387499999999648 32.65425116998069655 0),TRENT 2 0,3145,-100.203875,32.65425117
PointZ (-100.06014999999999304 30.44780826549800068 0),JUNCTION 0,3146,-100.06015,30.44780827
PointZ (-98.25033999999999423 31.09312910231459881 0),LAMPASAS 0,3147,-98.25034,31.0931291
PointZ (-100.76848599999999578 29.34910962606700124 0),LAUGHLIN A F B 0,4002,-100.768486,29.34910963
PointZ (-98.26793499999999426 26.43747567442180113 0),EDINBURG 3 0,4003,-98.267935,26.43747567
PointZ (-99.67468200000000422 27.82395805846169878 0),LAREDO 7 0,4004,-99.674682,27.82395806
PointZ (-99.66388200000000097 27.82236615508649891 0),LAREDO 7 1,4005,-99.663882,27.82236616
PointZ (-98.98770799999999781 27.35553816109479897 0),BRUNI 2 0,4006,-98.987708,27.35553816
PointZ (-98.23059200000000146 26.2045115403339004 0),MCALLEN 2 0,4007,-98.230592,26.20451154
PointZ (-98.63870900000000574 29.07544423546340084 0),POTEET 0,4008,-98.638709,29.07544424
PointZ (-97.49689999999999657 27.05737680391370148 0),SARITA 3 0,4009,-97.4969,27.0573768
PointZ (-97.48609999999999332 27.06058273749989951 0),SARITA 3 1,4010,-97.4861,27.06058274
PointZ (-98.78096600000000649 27.09083333322460163 0),HEBBRONVILLE 0,4011,-98.780966,27.09083333
PointZ (-97.95314000000000476 26.07024284056100072 0),PROGRESO 0,4012,-97.95314,26.07024284
PointZ (-98.17429500000000075 26.2693908488143002 0),EDINBURG 2 0,4013,-98.174295,26.26939085
PointZ (-100.26608799999999633 28.46531985647110119 0),EAGLE PASS 0,4014,-100.266088,28.46531986
PointZ (-100.25528799999999308 28.46531985647110119 0),EAGLE PASS 1,4015,-100.255288,28.46531986
PointZ (-98.70863400000000354 28.78144963909360143 0),CHARLOTTE 0,4016,-98.708634,28.78144964
PointZ (-97.26024200000000519 27.614362096000999 0),CORPUS CHRISTI 4 0,4017,-97.260242,27.6143621
PointZ (-97.37325099999999622 28.17756635465470083 0),WOODSBORO 0,4018,-97.373251,28.17756635
PointZ (-97.82211200000000417 26.13752004168510013 0),MERCEDES 0,4019,-97.822112,26.13752004
PointZ (-97.47081599999999924 27.64352016285900149 0),CORPUS CHRISTI 16 0,4020,-97.470816,27.64352016
PointZ (-97.97127999999999304 26.36486478093960173 0),EDCOUCH 0,4021,-97.97128,26.36486478
PointZ (-99.39019299999999646 28.03215144071259957 0),ENCINAL 0,4022,-99.390193,28.03215144
PointZ (-98.84229799999999955 28.93228436229820133 0),MOORE 0,4023,-98.842298,28.93228436
PointZ (-98.466700000000003 28.69334784801390015 0),CHRISTINE 0,4024,-98.4667,28.69334785
PointZ (-98.45589999999999975 28.69650572155359924 0),CHRISTINE 1,4025,-98.4559,28.69650572
PointZ (-98.45589999999999975 28.68861084765979896 0),CHRISTINE 2,4026,-98.4559,28.68861085
PointZ (-98.23969999999999914 26.15103435142410149 0),MCALLEN 3 0,4027,-98.2397,26.15103435
PointZ (-97.20336700000000008 28.69859101989219852 0),FANNIN 0,4028,-97.203367,28.69859102
PointZ (-97.19256699999999682 28.70332755718790096 0),FANNIN 1,4029,-97.192567,28.70332756
PointZ (-97.19256699999999682 28.69227528623240175 0),FANNIN 2,4030,-97.192567,28.69227529
PointZ (-99.32183000000000561 27.11862071994899992 0),SAN YGNACIO 0,4031,-99.32183,27.11862072
PointZ (-97.85659699999999361 27.43461902068110092 0),KINGSVILLE 0,4032,-97.856597,27.43461902
PointZ (-99.49314300000000344 27.50103891736920048 0),LAREDO 6 0,4033,-99.493143,27.50103892
PointZ (-98.23274600000000589 26.0998743965759985 0),HIDALGO 0,4034,-98.232746,26.0998744
PointZ (-97.58730599999999811 27.82869647543479985 0),CORPUS CHRISTI 18 0,4035,-97.587306,27.82869648
PointZ (-99.55365199999999959 28.87929153345080024 0),CRYSTAL CITY 0,4036,-99.553652,28.87929153
PointZ (-97.54401300000000674 28.11048387204980159 0),SINTON 0,4037,-97.544013,28.11048387
PointZ (-97.70162000000000546 28.39662866361599924 0),BEEVILLE 0,4038,-97.70162,28.39662866
PointZ (-98.36536599999999453 26.21420211007509948 0),MISSION 4 0,4039,-98.365366,26.21420211
PointZ (-98.35456600000000549 26.21097233504280055 0),MISSION 4 1,4040,-98.354566,26.21097234
PointZ (-98.11051199999999994 26.13322762581740122 0),SAN JUAN 0,4041,-98.110512,26.13322763
PointZ (-98.09971199999999669 26.12999560669819843 0),SAN JUAN 1,4042,-98.099712,26.12999561
PointZ (-99.09408799999999928 26.66854534052309944 0),FALCON HEIGHTS 2 0,4043,-99.094088,26.66854534
PointZ (-99.15519999999999357 26.5430084235835011 0),FALCON HEIGHTS 1 0,4044,-99.1552,26.54300842
PointZ (-99.1606000000000023 26.54284738280210121 0),FALCON HEIGHTS 1 1,4045,-99.1606,26.54284738
PointZ (-99.1606000000000023 26.53962677603480103 0),FALCON HEIGHTS 1 2,4046,-99.1606,26.53962678
PointZ (-99.1606000000000023 26.53640607884980085 0),FALCON HEIGHTS 1 3,4047,-99.1606,26.53640608
PointZ (-98.48549300000000528 26.23151116385750115 0),LA JOYA 0,4048,-98.485493,26.23151116
PointZ (-97.57489999999999952 26.31942672390029969 0),SEBASTIAN 2 0,4049,-97.5749,26.31942672
PointZ (-97.56409999999999627 26.32104011481679962 0),SEBASTIAN 2 1,4050,-97.5641,26.32104011
PointZ (-97.81380000000000052 27.55533860983809902 0),BISHOP 0,4051,-97.8138,27.55533861
PointZ (-97.81919999999999504 27.54879555661980106 0),BISHOP 1,4052,-97.8192,27.54879556
PointZ (-97.76477400000000273 26.89817264957369858 0),ARMSTRONG 2 0,4053,-97.764774,26.89817265
PointZ (-97.64189399999999353 28.23667462144560147 0),SKIDMORE 0,4054,-97.641894,28.23667462
PointZ (-97.38345599999999536 27.80509041898769951 0),CORPUS CHRISTI 9 0,4055,-97.383456,27.80509042
PointZ (-97.24041699999999366 27.8701971134003017 0),GREGORY 0,4056,-97.240417,27.87019711
PointZ (-97.22241699999999298 27.87656177906810129 0),GREGORY 1,4057,-97.222417,27.87656178
PointZ (-97.24581700000000239 27.87481152033339882 0),GREGORY 2,4058,-97.245817,27.87481152
PointZ (-97.24581700000000239 27.87162917706750065 0),GREGORY 3,4059,-97.245817,27.87162918
PointZ (-97.24581700000000239 27.86844674032380098 0),GREGORY 4,4060,-97.245817,27.86844674
PointZ (-97.24581700000000239 27.86526421010979959 0),GREGORY 5,4061,-97.245817,27.86526421
PointZ (-97.24581700000000239 27.86208158643229993 0),GREGORY 6,4062,-97.245817,27.86208159
PointZ (-97.24581700000000239 27.85889886929840031 0),GREGORY 7,4063,-97.245817,27.85889887
PointZ (-97.51909999999999457 27.81468909701699843 0),CORPUS CHRISTI 2 0,4064,-97.5191,27.8146891
PointZ (-97.5245000000000033 27.80497725849830104 0),CORPUS CHRISTI 2 1,4065,-97.5245,27.80497726
PointZ (-97.98015499999999633 26.14731199060879874 0),WESLACO 0,4066,-97.980155,26.14731199
PointZ (-97.65850199999999859 26.23937895408539944 0),HARLINGEN 1 0,4067,-97.658502,26.23937895
PointZ (-98.03036099999999919 26.29653549249719902 0),ELSA 0,4068,-98.030361,26.29653549
PointZ (-97.50979100000000699 27.76168058421599838 0),CORPUS CHRISTI 17 0,4069,-97.509791,27.76168058
PointZ (-97.30714399999999387 25.9325922582641013 0),BROWNSVILLE 2 0,4070,-97.307144,25.93259226
PointZ (-97.29634400000000483 25.93421100070780128 0),BROWNSVILLE 2 1,4071,-97.296344,25.934211
PointZ (-97.39013500000000079 27.7552785531262991 0),CORPUS CHRISTI 10 0,4072,-97.390135,27.75527855
PointZ (-98.38120000000000687 26.15954132816320055 0),MISSION 1 0,4073,-98.3812,26.15954133
PointZ (-98.36320000000000618 26.16923466283040156 0),MISSION 1 1,4074,-98.3632,26.16923466
PointZ (-98.38660000000000139 26.15130131792709989 0),MISSION 1 2,4075,-98.3866,26.15130132
PointZ (-98.38660000000000139 26.14806979328810144 0),MISSION 1 3,4076,-98.3866,26.14806979
PointZ (-98.38660000000000139 26.14483817916860176 0),MISSION 1 4,4077,-98.3866,26.14483818
PointZ (-97.37624700000000644 27.71714709228109896 0),CORPUS CHRISTI 8 0,4078,-97.376247,27.71714709
PointZ (-98.36105399999999577 26.3043913945136012 0),MISSION 3 0,4079,-98.361054,26.30439139
PointZ (-97.29370000000000118 27.56811157874350116 0),CORPUS CHRISTI 3 0,4080,-97.2937,27.56811158
PointZ (-97.2757000000000005 27.5776849257688994 0),CORPUS CHRISTI 3 1,4081,-97.2757,27.57768493
PointZ (-97.2990999999999957 27.56635634998830042 0),CORPUS CHRISTI 3 2,4082,-97.2991,27.56635635
PointZ (-97.2990999999999957 27.56316499189910019 0),CORPUS CHRISTI 3 3,4083,-97.2991,27.56316499
PointZ (-97.2990999999999957 27.55997354102330021 0),CORPUS CHRISTI 3 4,4084,-97.2991,27.55997354
PointZ (-97.2990999999999957 27.55678199736799883 0),CORPUS CHRISTI 3 5,4085,-97.2991,27.556782
PointZ (-97.48001499999999453 26.25006296797020156 0),RIO HONDO 0,4086,-97.480015,26.25006297
PointZ (-97.2604429999999951 27.68558791092570104 0),CORPUS CHRISTI 5 0,4087,-97.260443,27.68558791
PointZ (-98.18071399999999471 26.136757197168901 0),PHARR 0,4088,-98.180714,26.1367572
PointZ (-97.85801200000000222 26.2438546054208004 0),SANTA ROSA 1 0,4089,-97.858012,26.24385461
PointZ (-97.86341199999999674 26.25176513880930074 0),SANTA ROSA 1 1,4090,-97.863412,26.25176514
PointZ (-97.86341199999999674 26.24853640113019893 0),SANTA ROSA 1 2,4091,-97.863412,26.2485364
PointZ (-97.86341199999999674 26.24530757372859924 0),SANTA ROSA 1 3,4092,-97.863412,26.24530757
PointZ (-97.86341199999999674 26.24207865661210093 0),SANTA ROSA 1 4,4093,-97.863412,26.24207866
PointZ (-97.86341199999999674 26.23884964978860168 0),SANTA ROSA 1 5,4094,-97.863412,26.23884965
PointZ (-97.86341199999999674 26.23562055326549824 0),SANTA ROSA 1 6,4095,-97.863412,26.23562055
PointZ (-97.86341199999999674 26.23239136705100094 0),SANTA ROSA 1 7,4096,-97.863412,26.23239137
PointZ (-97.86341199999999674 26.22916209115259889 0),SANTA ROSA 1 8,4097,-97.863412,26.22916209
PointZ (-97.86341199999999674 26.22593272557829991 0),SANTA ROSA 1 9,4098,-97.863412,26.22593273
PointZ (-97.67002700000000459 27.94861439650239987 0),ODEM 0,4099,-97.670027,27.9486144
PointZ (-97.43697400000000641 27.75832262285040031 0),CORPUS CHRISTI 13 0,4100,-97.436974,27.75832262
PointZ (-99.2581610000000012 27.54581789638960032 0),LAREDO 3 0,4101,-99.258161,27.5458179
PointZ (-97.51710900000000493 26.00881906245859909 0),OLMITO 0,4102,-97.517109,26.00881906
PointZ (-98.08300199999999336 26.43858379844019879 0),EDINBURG 1 0,4103,-98.083002,26.4385838
PointZ (-97.45427999999999713 27.93414732276109902 0),TAFT 2 0,4104,-97.45428,27.93414732
PointZ (-97.44996000000000436 27.93478343008640152 0),TAFT 2 1,4105,-97.44996,27.93478343
PointZ (-97.30376699999999346 26.04192189833949911 0),PORT ISABEL 0,4106,-97.303767,26.0419219
PointZ (-98.04965699999999629 26.14735876989769991 0),DONNA 0,4107,-98.049657,26.14735877
PointZ (-97.17957099999999571 27.85679769160800134 0),INGLESIDE 0,4108,-97.179571,27.85679769
