TSMachine,MargCost $/MWh,MVABase,MWMax,BusNum,FuelType,BusName,ID,Status,MW,Mvar,VoltSet,AGC,AVR,MWMin,MvarMin,MvarMax,CostModel,PartFact,Fuel Cost $/MBTU,Heat Rate MBTU/MWh
GENSAL,0.0,275.31,218.67,409251,WAT (Water),PAGE 3 4,1,Closed,218.67,-10.71,1.02606,NO,YES,83.24,-10.71,83.97,Cubic,218.67,0.0,
GENROU,18.66,244.43,218.33,217311,NG (Natural Gas),HAYWARD 8 5,1,Closed,217.45,111.13,1.01843,YES,YES,106.31,-24.23,111.13,Cubic,218.33,3.707,5.033719989
GENROU,18.78,233.08,218.33,217321,NG (Natural Gas),HAYWARD 8 6,1,Closed,217.45,111.13,1.01843,YES,YES,55.11,-24.23,111.13,Cubic,218.33,3.729,5.036202735
GENROU,16.85,223.08,218.33,217301,NG (Natural Gas),HAYWARD 8 4,1,Closed,217.44,111.13,1.01843,YES,YES,91.58,-24.23,111.13,Cubic,218.33,3.346,5.035863718
GENROU,21.13,261.25,218.13,410111,NG (Natural Gas),LAKE HAVASU CITY 4 6,1,Closed,217.25,21.08,1.0241,YES,YES,103.98,-24.21,111.03,Cubic,218.13,4.197,5.034548487
GENROU,19.62,281.77,218.13,410101,NG (Natural Gas),LAKE HAVASU CITY 4 5,1,Closed,217.25,21.08,1.0241,YES,YES,69.98,-24.21,111.03,Cubic,218.13,3.896,5.035934292
GENROU,20.01,218.0,218.0,260391,NG (Natural Gas),OXNARD 13 5,1,Closed,217.11,89.51,1.02116,YES,YES,105.84,-24.2,110.96,Cubic,218.0,3.974,5.035228988
GENROU,20.1,302.93,218.0,290431,NG (Natural Gas),HUNTINGTON BEACH 7 5,1,Closed,217.11,110.96,1.04,YES,YES,26.8,-24.2,110.96,Cubic,218.0,3.993,5.033809166
GENROU,16.25,283.35,218.0,260381,NG (Natural Gas),OXNARD 13 4,1,Closed,217.11,89.51,1.02116,YES,YES,53.87,-24.2,110.96,Cubic,218.0,3.227,5.035636814
GENROU,16.89,322.3,216.67,109911,NG (Natural Gas),ELMA 2 6,1,Closed,215.79,-24.05,1.02,YES,YES,22.69,-24.05,110.28,Cubic,216.67,3.356,5.032777116
GENROU,18.41,266.29,216.67,532551,NG (Natural Gas),DEMING 3 6,1,Closed,215.79,67.79,1.02,YES,YES,106.57,-24.05,110.28,Cubic,216.67,3.659,5.031429352
GENROU,15.15,295.91,216.67,109891,NG (Natural Gas),ELMA 2 4,1,Closed,215.79,-24.05,1.02,YES,YES,63.89,-24.05,110.28,Cubic,216.67,3.012,5.029880478
GENROU,19.62,242.35,216.67,109901,NG (Natural Gas),ELMA 2 5,1,Closed,215.79,-24.05,1.02,YES,YES,56.96,-24.05,110.28,Cubic,216.67,3.9,5.030769231
GENROU,18.28,234.66,216.67,532531,NG (Natural Gas),DEMING 3 4,1,Closed,215.79,67.79,1.02,YES,YES,54.19,-24.05,110.28,Cubic,216.67,3.633,5.03165428
GENROU,16.07,270.36,216.33,504041,NG (Natural Gas),MONA 2 5,1,Closed,215.45,19.3,1.02802,YES,YES,23.48,-24.01,110.11,Cubic,216.33,3.195,5.029733959
GENROU,18.63,244.92,216.33,504031,NG (Natural Gas),MONA 2 4,1,Closed,215.45,19.3,1.02802,YES,YES,86.51,-24.01,110.11,Cubic,216.33,3.704,5.029697624
GENROU,19.17,221.08,216.33,504021,NG (Natural Gas),MONA 2 3,1,Closed,215.45,19.3,1.02802,YES,YES,98.11,-24.01,110.11,Cubic,216.33,3.81,5.031496063
GENROU,20.86,323.05,215.37,408681,NG (Natural Gas),CASA GRANDE 5 3,1,Closed,214.49,-23.91,1.01714,YES,YES,56.27,-23.91,109.62,Cubic,215.37,4.147,5.030142272
GENROU,19.4,290.33,215.37,408701,NG (Natural Gas),CASA GRANDE 5 5,1,Closed,214.49,-23.91,1.01714,YES,YES,77.99,-23.91,109.62,Cubic,215.37,3.857,5.029815919
,0.0,301.55,266.8,107681,WND (Wind),DAYTON 2 3,1,Closed,212.51,56.83,1.044,NO,YES,122.15,-38.42,56.83,Cubic,266.8,0.0,
,0.0,212.17,212.17,204901,SUN (Solar),MIDDLETOWN 6 7,1,Closed,212.17,0.0,1.0391,NO,YES,103.41,0.0,0.0,Cubic,212.17,0.0,
,0.0,273.53,212.17,204921,SUN (Solar),MIDDLETOWN 6 9,1,Closed,212.17,0.0,1.0391,NO,YES,78.65,0.0,0.0,Cubic,212.17,0.0,
GENROU,19.14,265.12,213.0,288521,NG (Natural Gas),VICTORVILLE 7 6,1,Closed,212.13,-23.64,1.02018,YES,YES,93.65,-23.64,108.42,Cubic,213.0,3.81,5.023622047
GENROU,17.76,237.49,213.0,288501,NG (Natural Gas),VICTORVILLE 7 4,1,Closed,212.13,-23.64,1.02018,YES,YES,43.37,-23.64,108.42,Cubic,213.0,3.536,5.022624434
GENROU,16.75,317.5,213.0,288511,NG (Natural Gas),VICTORVILLE 7 5,1,Closed,212.13,-23.64,1.02018,YES,YES,79.41,-23.64,108.42,Cubic,213.0,3.335,5.022488756
GENROU,21.38,318.21,233.0,233821,NG (Natural Gas),MOSS LANDING 9,1,Closed,211.44,-25.86,1.02312,YES,YES,108.13,-25.86,118.6,Cubic,233.0,4.234,5.049598488
GENROU,18.67,236.35,212.0,204291,NG (Natural Gas),YUBA CITY 6 7,1,Closed,211.14,-23.53,1.01822,YES,YES,40.2,-23.53,107.91,Cubic,212.0,3.718,5.021516945
GENROU,17.29,273.32,212.0,204301,NG (Natural Gas),YUBA CITY 6 8,1,Closed,211.14,-23.53,1.01822,YES,YES,91.16,-23.53,107.91,Cubic,212.0,3.443,5.021783328
GENROU,17.42,255.57,211.67,216901,NG (Natural Gas),COYOTE 7,1,Closed,210.81,107.74,1.038,YES,YES,80.63,-23.5,107.74,Cubic,211.67,3.47,5.020172911
GENROU,17.57,261.55,211.67,216911,NG (Natural Gas),COYOTE 8,1,Closed,210.81,107.74,1.038,YES,YES,95.48,-23.5,107.74,Cubic,211.67,3.498,5.022870212
GENROU,20.29,224.67,211.67,216891,NG (Natural Gas),COYOTE 6,1,Closed,210.81,107.74,1.038,YES,YES,22.38,-23.5,107.74,Cubic,211.67,4.041,5.021034397
GENROU,20.8,210.0,210.0,260611,NG (Natural Gas),SUN VALLEY 2 4,1,Closed,209.15,106.89,1.0241,YES,YES,31.18,-23.31,106.89,Cubic,210.0,4.146,5.016883743
GENROU,20.26,315.0,210.0,260631,NG (Natural Gas),SUN VALLEY 2 6,1,Closed,209.15,106.89,1.0241,YES,YES,88.56,-23.31,106.89,Cubic,210.0,4.038,5.017335315
GENROU,19.03,242.11,209.97,261761,NG (Natural Gas),LONG BEACH 28 6,1,Closed,209.12,-23.31,1.01998,YES,YES,36.93,-23.31,106.87,Cubic,209.97,3.792,5.018459916
GENROU,20.15,220.97,209.97,261771,NG (Natural Gas),LONG BEACH 28 7,1,Closed,209.11,-23.31,1.01998,YES,YES,51.79,-23.31,106.87,Cubic,209.97,4.016,5.017430279
GENROU,14.84,212.06,207.0,215971,NG (Natural Gas),ANTIOCH 5 5,1,Closed,206.16,60.92,1.02,YES,YES,34.16,-22.98,105.36,Cubic,207.0,2.96,5.013513514
GENROU,16.2,249.51,207.0,215961,NG (Natural Gas),ANTIOCH 5 4,1,Closed,206.16,60.92,1.02,YES,YES,26.1,-22.98,105.36,Cubic,207.0,3.234,5.009276438
GENROU,19.43,267.73,207.0,215981,NG (Natural Gas),ANTIOCH 5 6,1,Closed,206.16,60.92,1.02,YES,YES,83.87,-22.98,105.36,Cubic,207.0,3.878,5.010314595
GENROU,20.83,310.5,207.0,215991,NG (Natural Gas),ANTIOCH 5 7,1,Closed,206.16,60.92,1.02,YES,YES,22.84,-22.98,105.36,Cubic,207.0,4.156,5.012030799
GENROU,13.24,282.59,207.0,607751,BIT (Bituminous Coal),FOUNTAIN 4 2,1,Closed,206.16,-25.25,1.02214,YES,YES,66.33,-25.25,96.46,Cubic,207.0,1.583,8.363866077
GENROU,19.26,267.92,206.57,216241,NG (Natural Gas),ANTIOCH 6 4,1,Closed,205.73,-4.42,1.0192,YES,YES,71.18,-22.93,105.14,Cubic,206.57,3.843,5.011709602
GENROU,17.42,221.17,206.57,216231,NG (Natural Gas),ANTIOCH 6 3,1,Closed,205.73,-4.42,1.0192,YES,YES,33.91,-22.93,105.14,Cubic,206.57,3.477,5.010066149
GENROU,16.88,258.09,206.57,216251,NG (Natural Gas),ANTIOCH 6 5,1,Closed,205.73,-4.42,1.0192,YES,YES,73.1,-22.93,105.14,Cubic,206.57,3.369,5.010388839
GENROU,20.37,217.56,206.33,409611,NG (Natural Gas),GILA BEND 6 6,1,Closed,205.49,50.99,1.03684,YES,YES,49.77,-22.9,105.02,Cubic,206.33,4.065,5.011070111
GENROU,17.83,265.59,206.33,409591,NG (Natural Gas),GILA BEND 6 4,1,Closed,205.49,50.99,1.03684,YES,YES,64.23,-22.9,105.02,Cubic,206.33,3.559,5.009834223
GENROU,17.54,226.92,206.33,409601,NG (Natural Gas),GILA BEND 6 5,1,Closed,205.49,50.99,1.03684,YES,YES,74.07,-22.9,105.02,Cubic,206.33,3.501,5.009997144
GENROU,21.02,209.77,206.33,409631,NG (Natural Gas),GILA BEND 6 8,1,Closed,205.49,50.99,1.03684,YES,YES,47.07,-22.9,105.02,Cubic,206.33,4.195,5.010727056
,0.0,219.02,204.0,110691,WND (Wind),ROOSEVELT 2 3,1,Closed,204.0,23.23,1.0442,NO,YES,65.14,-29.38,43.45,Cubic,204.0,0.0,
GENROU,20.25,250.05,204.0,407691,BIT (Bituminous Coal),COCHISE 5,1,Closed,203.17,48.72,1.02,YES,YES,45.98,-24.89,95.06,Cubic,204.0,2.422,8.360858794
GENROU,25.15,686.24,610.48,701561,BIT (Bituminous Coal),POINT OF ROCKS 6,1,Closed,202.37,-40.17,1.01724,YES,YES,193.43,-74.48,284.48,Cubic,610.47,3.009,8.358258558
GENROU,18.23,256.47,201.8,260531,NG (Natural Gas),FELLOWS 1 6,1,Closed,200.98,102.72,1.046,YES,YES,39.23,-22.4,102.72,Cubic,201.8,3.645,5.001371742
GENROU,16.1,263.45,201.8,260521,NG (Natural Gas),FELLOWS 1 5,1,Closed,200.98,102.72,1.046,YES,YES,36.86,-22.4,102.72,Cubic,201.8,3.221,4.998447687
GENROU,21.02,264.3,230.53,408371,NG (Natural Gas),ARLINGTON 9 3,1,Closed,200.03,-21.87,1.03593,YES,YES,61.14,-25.59,117.34,Cubic,230.53,4.173,5.037143542
,0.0,255.79,200.0,606681,WND (Wind),LIMON 3 4,1,Closed,200.0,42.6,1.047,NO,YES,48.24,-28.8,42.6,Cubic,200.0,0.0,
GENROU,20.09,297.22,200.2,304431,NG (Natural Gas),LAS VEGAS 78 7,1,Closed,199.39,101.9,1.03125,YES,YES,27.1,-22.22,101.9,Cubic,200.2,4.02,4.997512438
GENROU,21.06,268.78,200.2,304411,NG (Natural Gas),LAS VEGAS 78 5,1,Closed,199.39,101.9,1.03125,YES,YES,36.27,-22.22,101.9,Cubic,200.2,4.215,4.996441281
GENROU,27.19,648.33,570.0,701721,BIT (Bituminous Coal),WHEATLAND 2 3,1,Closed,199.22,39.12,1.05154,YES,YES,190.86,-69.54,265.62,Cubic,570.0,3.255,8.353302611
,0.0,199.13,199.0,109851,WND (Wind),BICKLETON 3 3,1,Closed,199.0,-28.66,1.03138,NO,YES,24.66,-28.66,42.39,Cubic,199.0,0.0,
GENROU,17.64,690.12,568.0,772601,BIT (Bituminous Coal),COLSTRIP 2 7,1,Closed,198.93,-26.01,1.02018,YES,YES,96.25,-69.3,264.69,Cubic,568.0,2.112,8.352272727
GENSAL,0.0,274.41,271.0,261981,WAT (Water),CASTAIC 3 5,1,Closed,196.9,57.96,1.02214,NO,YES,65.43,-13.28,104.06,Cubic,271.0,0.0,
GENROU,20.18,250.65,230.83,503621,NG (Natural Gas),OREM 6 7,1,Closed,196.76,42.75,1.02214,YES,YES,43.57,-25.62,117.49,Cubic,230.83,4.008,5.03493014
GENROU,16.57,227.64,197.0,288851,NG (Natural Gas),BLYTHE 2 7,1,Closed,196.2,-21.87,1.0192,YES,YES,59.83,-21.87,100.27,Cubic,197.0,3.32,4.990963855
GENROU,16.59,280.33,197.0,288861,NG (Natural Gas),BLYTHE 2 8,1,Closed,196.2,-21.87,1.0192,YES,YES,71.29,-21.87,100.27,Cubic,197.0,3.325,4.989473684
GENROU,16.64,269.12,197.0,288871,NG (Natural Gas),BLYTHE 2 9,1,Closed,196.2,-21.87,1.0192,YES,YES,74.42,-21.87,100.27,Cubic,197.0,3.335,4.989505247
GENROU,20.34,207.36,196.32,290281,NG (Natural Gas),CARLSBAD 6 5,1,Closed,195.52,53.0,1.0241,YES,YES,22.48,-21.79,99.93,Cubic,196.32,4.078,4.987739088
GENROU,15.71,218.61,196.32,290311,NG (Natural Gas),CARLSBAD 6 8,1,Closed,195.52,53.0,1.0241,YES,YES,61.11,-21.79,99.93,Cubic,196.32,3.149,4.98888536
GENROU,19.24,215.65,196.32,290271,NG (Natural Gas),CARLSBAD 6 4,1,Closed,195.52,53.0,1.0241,YES,YES,70.39,-21.79,99.93,Cubic,196.32,3.857,4.988332901
GENROU,20.03,274.03,196.32,290291,NG (Natural Gas),CARLSBAD 6 6,1,Closed,195.52,53.0,1.0241,YES,YES,66.92,-21.79,99.93,Cubic,196.32,4.016,4.987549801
GENROU,20.63,198.92,196.32,290301,NG (Natural Gas),CARLSBAD 6 7,1,Closed,195.52,53.0,1.0241,YES,YES,37.86,-21.79,99.93,Cubic,196.32,4.135,4.989117291
GENSAL,0.0,284.06,271.0,262021,WAT (Water),CASTAIC 3 9,1,Closed,194.09,57.96,1.02214,NO,YES,41.74,-13.28,104.06,Cubic,271.0,0.0,
GENSAL,0.0,200.55,193.67,136701,WAT (Water),CASCADE LOCKS 5,1,Closed,193.67,-9.49,1.01968,NO,YES,94.81,-9.49,74.37,Cubic,193.67,0.0,
GENSAL,0.0,217.28,193.67,136741,WAT (Water),CASCADE LOCKS 9,1,Closed,193.67,-9.49,1.01968,NO,YES,89.66,-9.49,74.37,Cubic,193.67,0.0,
GENROU,19.79,233.55,193.8,261291,NG (Natural Gas),BURBANK 10 5,1,Closed,193.01,98.64,1.01898,YES,YES,42.92,-21.51,98.64,Cubic,193.8,3.971,4.983631327
GENROU,21.13,471.85,410.9,407631,BIT (Bituminous Coal),SAINT JOHNS 2 4,1,Closed,191.96,191.48,1.03517,YES,YES,185.94,-50.13,191.48,Cubic,410.9,2.533,8.34188709
,0.0,397.51,290.0,136851,WND (Wind),ARLINGTON 8 5,1,Closed,191.32,53.19,1.043,NO,YES,47.33,-41.76,61.77,Cubic,290.0,0.0,
GENROU,12.89,275.73,191.7,606771,BIT (Bituminous Coal),BOULDER 9 4,1,Closed,190.92,89.33,1.02018,YES,YES,30.79,-23.39,89.33,Cubic,191.7,1.546,8.337645537
GENSAL,0.0,219.83,216.6,107111,WAT (Water),WENATCHEE 3 5,1,Closed,189.67,-10.61,1.02606,NO,YES,69.16,-10.61,83.17,Cubic,216.6,0.0,
GENSAL,0.0,259.93,216.6,107131,WAT (Water),WENATCHEE 3 7,1,Closed,189.37,-10.61,1.02606,NO,YES,81.03,-10.61,83.17,Cubic,216.6,0.0,
GENROU,21.15,231.88,190.05,409701,NG (Natural Gas),ARLINGTON 10 4,1,Closed,189.28,-21.1,1.0241,YES,YES,61.33,-21.1,96.74,Cubic,190.05,4.251,4.975299929
GENROU,20.81,246.85,190.05,409711,NG (Natural Gas),ARLINGTON 10 5,1,Closed,189.28,-21.1,1.0241,YES,YES,65.33,-21.1,96.74,Cubic,190.05,4.182,4.976087996
GENROU,19.91,243.59,190.05,409731,NG (Natural Gas),ARLINGTON 10 7,1,Closed,189.28,-21.1,1.0241,YES,YES,24.38,-21.1,96.74,Cubic,190.05,4.001,4.976255936
GENROU,19.83,199.26,190.05,409691,NG (Natural Gas),ARLINGTON 10 3,1,Closed,189.28,-21.1,1.0241,YES,YES,90.68,-21.1,96.74,Cubic,190.05,3.985,4.976160602
GENROU,20.82,220.57,190.05,409741,NG (Natural Gas),ARLINGTON 10 8,1,Closed,189.28,-21.1,1.0241,YES,YES,66.87,-21.1,96.74,Cubic,190.05,4.185,4.974910394
GENROU,20.67,275.33,190.05,409721,NG (Natural Gas),ARLINGTON 10 6,1,Closed,189.28,-21.1,1.0241,YES,YES,78.5,-21.1,96.74,Cubic,190.05,4.155,4.974729242
GENROU,18.3,214.41,186.33,288451,NG (Natural Gas),ESCONDIDO 10 5,1,Closed,185.58,-20.68,1.02099,YES,YES,90.44,-20.68,94.84,Cubic,186.33,3.684,4.96742671
GENROU,19.95,235.43,186.33,288461,NG (Natural Gas),ESCONDIDO 10 6,1,Closed,185.58,-20.68,1.02099,YES,YES,70.4,-20.68,94.84,Cubic,186.33,4.017,4.96639283
GENROU,20.14,188.02,186.33,288441,NG (Natural Gas),ESCONDIDO 10 4,1,Closed,185.57,-20.68,1.02099,YES,YES,28.35,-20.68,94.84,Cubic,186.33,4.055,4.966707768
GENROU,20.76,267.58,206.33,408871,NG (Natural Gas),GILA BEND 5 5,1,Closed,185.44,-22.9,1.01528,YES,YES,86.74,-22.9,105.02,Cubic,206.33,4.158,4.992784993
,0.0,256.4,200.0,701041,WND (Wind),GLENROCK 3 2,1,Closed,185.19,-1.23,1.03476,NO,YES,82.58,-28.8,42.6,Cubic,200.0,0.0,
GENROU,31.31,717.31,610.48,701541,BIT (Bituminous Coal),POINT OF ROCKS 4,1,Closed,184.75,-40.17,1.01724,YES,YES,175.8,-74.48,284.48,Cubic,610.47,3.759,8.32934291
GENROU,17.68,257.24,185.0,234341,NG (Natural Gas),LODI 6 4,1,Closed,184.25,-9.82,1.02442,YES,YES,58.43,-20.53,94.16,Cubic,185.0,3.561,4.964897501
GENROU,20.14,214.19,183.53,408021,NG (Natural Gas),PHOENIX 73 9,1,Closed,182.79,-5.92,1.02704,YES,YES,62.42,-20.37,93.42,Cubic,183.53,4.059,4.961813254
,0.0,269.69,212.17,204881,SUN (Solar),MIDDLETOWN 6 5,1,Closed,182.08,0.0,1.0391,NO,YES,73.5,0.0,0.0,Cubic,212.17,0.0,
GENROU,21.29,267.93,215.37,408691,NG (Natural Gas),CASA GRANDE 5 4,1,Closed,181.41,-23.91,1.01714,YES,YES,29.79,-23.91,109.62,Cubic,215.37,4.256,5.002349624
GENSAL,0.0,344.7,271.0,261991,WAT (Water),CASTAIC 3 6,1,Closed,180.95,57.96,1.02214,NO,YES,67.67,-13.28,104.06,Cubic,271.0,0.0,
,0.0,351.65,300.5,606461,WND (Wind),GROVER 7,1,Closed,180.88,64.01,1.06,NO,YES,83.79,-43.27,64.01,Cubic,300.5,0.0,
,0.0,259.11,189.0,772891,WND (Wind),KEVIN 3,1,Closed,180.65,-23.61,1.02018,NO,YES,41.85,-27.22,40.26,Cubic,189.0,0.0,
GENSAL,0.0,260.63,218.67,409271,WAT (Water),PAGE 3 6,1,Closed,179.81,-10.71,1.02606,NO,YES,57.62,-10.71,83.97,Cubic,218.67,0.0,
GENROU,19.72,225.53,180.33,608821,NG (Natural Gas),FOUNTAIN 5 7,1,Closed,179.6,91.79,1.02312,YES,YES,38.61,-20.02,91.79,Cubic,180.33,3.98,4.954773869
GENSAL,0.0,306.43,271.0,261971,WAT (Water),CASTAIC 3 4,1,Closed,178.6,57.96,1.02214,NO,YES,46.35,-13.28,104.06,Cubic,271.0,0.0,
GENSAL,0.0,314.46,218.67,409241,WAT (Water),PAGE 3 3,1,Closed,178.48,-10.71,1.02606,NO,YES,88.11,-10.71,83.97,Cubic,218.67,0.0,
GENROU,20.86,207.17,178.67,303431,NG (Natural Gas),BOULDER CITY 4 6,1,Closed,177.94,10.32,1.01724,YES,YES,69.31,-19.83,90.94,Cubic,178.67,4.214,4.950166113
GENROU,20.08,634.74,568.0,772581,BIT (Bituminous Coal),COLSTRIP 2 5,1,Closed,176.66,-26.01,1.02018,YES,YES,168.34,-69.3,264.69,Cubic,568.0,2.414,8.318144159
GENROU,19.17,249.5,176.67,204681,NG (Natural Gas),HERALD 4,1,Closed,175.95,-19.61,1.0241,YES,YES,71.9,-19.61,89.92,Cubic,176.67,3.874,4.948373774
GENROU,19.36,205.0,176.67,204691,NG (Natural Gas),HERALD 5,1,Closed,175.95,-19.61,1.0241,YES,YES,60.98,-19.61,89.92,Cubic,176.67,3.914,4.946346449
GENROU,18.8,233.82,176.67,204701,NG (Natural Gas),HERALD 6,1,Closed,175.95,-19.61,1.0241,YES,YES,53.61,-19.61,89.92,Cubic,176.67,3.799,4.948670703
,0.0,252.84,200.0,607801,WND (Wind),LIMON 5 3,1,Closed,175.68,-28.8,1.02346,NO,YES,69.29,-28.8,42.6,Cubic,200.0,0.0,
GENSAL,0.0,251.98,173.23,409841,WAT (Water),CHLORIDE 2 6,1,Closed,173.23,29.4,1.0241,NO,YES,21.68,-8.49,66.52,Cubic,173.23,0.0,
GENSAL,0.0,226.56,173.23,304561,WAT (Water),BUNKERVILLE 2 8,1,Closed,173.23,66.52,1.045,NO,YES,83.89,-8.49,66.52,Cubic,173.23,0.0,
GENSAL,0.0,185.71,173.23,304531,WAT (Water),BUNKERVILLE 2 5,1,Closed,173.23,66.52,1.045,NO,YES,23.63,-8.49,66.52,Cubic,173.23,0.0,
GENSAL,0.0,255.26,173.23,304521,WAT (Water),BUNKERVILLE 2 4,1,Closed,173.23,66.52,1.045,NO,YES,34.48,-8.49,66.52,Cubic,173.23,0.0,
GENROU,15.17,235.04,173.3,408541,BIT (Bituminous Coal),TUCSON 50 4,1,Closed,172.6,80.76,1.03328,YES,YES,72.69,-21.14,80.76,Cubic,173.3,1.826,8.307776561
GENSAL,0.0,279.75,216.6,107151,WAT (Water),WENATCHEE 3 9,1,Closed,172.43,-10.61,1.02606,NO,YES,92.2,-10.61,83.17,Cubic,216.6,0.0,
GENROU,17.62,200.77,172.8,287871,NG (Natural Gas),REDLANDS 5 7,1,Closed,172.1,-19.18,1.00163,YES,YES,73.47,-19.18,87.96,Cubic,172.8,3.567,4.939725259
GENROU,17.82,203.64,172.8,287861,NG (Natural Gas),REDLANDS 5 6,1,Closed,172.1,-19.18,1.00163,YES,YES,58.63,-19.18,87.96,Cubic,172.8,3.609,4.93765586
GENROU,19.03,202.44,172.8,287851,NG (Natural Gas),REDLANDS 5 5,1,Closed,172.1,-19.18,1.00163,YES,YES,28.71,-19.18,87.96,Cubic,172.8,3.853,4.939008565
GENROU,16.2,227.33,172.8,287891,NG (Natural Gas),REDLANDS 5 9,1,Closed,172.1,-19.18,1.00163,YES,YES,39.13,-19.18,87.96,Cubic,172.8,3.28,4.93902439
GENROU,17.41,193.75,172.8,742041,NG (Natural Gas),MOUNTAIN HOME 2 2,1,Closed,172.1,-19.18,1.00949,YES,YES,63.22,-19.18,87.96,Cubic,172.8,3.524,4.940408627
GENROU,18.9,179.89,172.8,287881,NG (Natural Gas),REDLANDS 5 8,1,Closed,172.1,-19.18,1.00163,YES,YES,17.79,-19.18,87.96,Cubic,172.8,3.827,4.938594199
GENROU,18.07,220.62,172.8,287841,NG (Natural Gas),REDLANDS 5 4,1,Closed,172.1,-19.18,1.00163,YES,YES,17.76,-19.18,87.96,Cubic,172.8,3.658,4.939857846
GENROU,15.93,210.11,172.8,772131,BIT (Bituminous Coal),BILLINGS 8 5,1,Closed,172.1,-21.08,1.03217,YES,YES,36.91,-21.08,80.52,Cubic,172.8,1.918,8.30552659
,0.0,216.74,201.0,136181,WND (Wind),ARLINGTON 7 3,1,Closed,171.49,-28.94,1.03747,NO,YES,86.62,-28.94,42.81,Cubic,201.0,0.0,
GENSAL,0.0,238.48,216.6,107101,WAT (Water),WENATCHEE 3 4,1,Closed,171.16,-10.61,1.02606,NO,YES,77.75,-10.61,83.17,Cubic,216.6,0.0,
GENROU,21.07,337.03,282.2,409361,BIT (Bituminous Coal),JOSEPH CITY 2 6,1,Closed,168.44,94.06,1.02214,YES,YES,85.7,-34.43,131.51,Cubic,282.2,2.538,8.301812451
,0.0,187.18,168.0,261161,WND (Wind),MOJAVE 13 5,1,Closed,168.0,35.78,1.03891,NO,YES,17.58,-24.19,35.78,Cubic,168.0,0.0,
,0.0,244.73,199.5,606561,WND (Wind),PEETZ 3 4,1,Closed,167.96,42.49,1.044,NO,YES,54.1,-28.73,42.49,Cubic,199.5,0.0,
,0.0,347.48,252.0,606511,WND (Wind),LIMON 2 4,1,Closed,167.95,53.68,1.038,NO,YES,76.7,-36.29,53.68,Cubic,252.0,0.0,
GENROU,15.63,187.13,167.17,135611,NG (Natural Gas),KLAMATH FALLS 5 8,1,Closed,166.49,-18.56,1.02018,YES,YES,41.16,-18.56,85.09,Cubic,167.17,3.172,4.927490542
GENROU,15.92,195.32,167.17,135601,NG (Natural Gas),KLAMATH FALLS 5 7,1,Closed,166.49,-18.56,1.02018,YES,YES,31.07,-18.56,85.09,Cubic,167.17,3.231,4.9272671
GENSAL,0.0,174.09,165.08,134751,WAT (Water),UMATILLA 2 6,1,Closed,165.08,-8.09,1.01724,NO,YES,71.79,-8.09,63.39,Cubic,165.08,0.0,
GENSAL,0.0,177.07,165.08,134771,WAT (Water),UMATILLA 2 8,1,Closed,165.08,-8.09,1.01724,NO,YES,70.25,-8.09,63.39,Cubic,165.08,0.0,
,0.0,257.91,203.5,504091,WND (Wind),MILFORD 3 4,1,Closed,160.85,43.35,1.03674,NO,YES,73.12,-29.3,43.35,Cubic,203.5,0.0,
GENROU,14.68,217.04,159.5,110721,NG (Natural Gas),LONGVIEW 5 3,1,Closed,158.85,-17.7,1.01531,YES,YES,34.15,-17.7,81.19,Cubic,159.5,2.99,4.909698997
GENROU,16.81,207.41,159.5,532611,NG (Natural Gas),BELEN 2 5,1,Closed,158.85,68.95,1.04183,YES,YES,74.28,-17.7,81.19,Cubic,159.5,3.424,4.909462617
GENROU,16.71,217.26,159.5,110731,NG (Natural Gas),LONGVIEW 5 4,1,Closed,158.85,-17.7,1.01531,YES,YES,28.31,-17.7,81.19,Cubic,159.5,3.403,4.9103732
GENROU,16.52,230.37,159.25,743291,NG (Natural Gas),NEW PLYMOUTH 4,1,Closed,158.6,40.14,1.02312,YES,YES,73.45,-17.68,81.06,Cubic,159.25,3.364,4.910820452
GENROU,15.63,172.32,159.25,743281,NG (Natural Gas),NEW PLYMOUTH 3,1,Closed,158.6,40.14,1.02312,YES,YES,39.83,-17.68,81.06,Cubic,159.25,3.183,4.910461828
GENROU,13.58,193.29,159.15,107371,NG (Natural Gas),TACOMA 19 4,1,Closed,158.5,81.01,1.046,YES,YES,72.55,-17.67,81.01,Cubic,159.15,2.766,4.909616775
GENROU,17.63,195.43,159.15,107381,NG (Natural Gas),TACOMA 19 5,1,Closed,158.5,81.01,1.046,YES,YES,58.54,-17.67,81.01,Cubic,159.15,3.592,4.908129176
GENROU,18.3,157.81,155.8,259061,NG (Natural Gas),LEBEC 1 6,1,Closed,155.17,36.64,1.02,YES,YES,66.18,-17.29,79.3,Cubic,155.8,3.733,4.902223413
GENROU,20.43,215.18,155.8,259081,NG (Natural Gas),LEBEC 1 8,1,Closed,155.17,36.64,1.02,YES,YES,73.44,-17.29,79.3,Cubic,155.8,4.168,4.901631478
GENROU,20.23,198.68,155.8,259071,NG (Natural Gas),LEBEC 1 7,1,Closed,155.17,36.64,1.02,YES,YES,18.04,-17.29,79.3,Cubic,155.8,4.127,4.901865762
GENROU,19.76,225.23,155.8,259051,NG (Natural Gas),LEBEC 1 5,1,Closed,155.17,36.64,1.02,YES,YES,57.31,-17.29,79.3,Cubic,155.8,4.032,4.900793651
