eGRID2018 Plant file sequence number,Plant state abbreviation,Plant_name,DOE,Plant transmission or distribution system owner ID,Plant latitude,Plant longitude,Number of generators,Plant primary fuel,Plant primary coal/oil/gas/ other fossil fuel category,Plant_capacity_factor,Plant nameplate capacity (MW),Plant annual heat input from combustion (MMBtu),Plant total annual heat input (MMBtu),Plant annual net generation (MWh),CalCapFac
10179,UT,Washington City Electric Generation,59660,20135,37.155,-113.439167,3,NG,GAS,0.002,6,"10,863","10,863",104,0.009573875
10182,UT,West Valley Power Plant,55622,14354,40.6667,-112.0317,5,NG,GAS,0.1132,217,"2,356,203","2,356,203","215,130",0.091303678
10183,UT,Whitehead,7028,17845,40.1817,-111.6203,6,NG,GAS,0.0373,31,"111,330","111,330","10,131",0.090999722
10473,WA,Boulder Park,8022,20169,47.697222,-117.147222,6,NG,GAS,0.2224,24.6,"439,506","439,506","47,931",0.109056532
10480,WA,Centralia,3845,1738,46.755938,-122.859764,7,RC,COAL,0.3439,"1,781.80","63,569,356","63,569,356","5,367,383",0.084433497
10482,WA,Chehalis Generation Facility,55662,1738,46.6225,-122.9131,3,NG,GAS,0.2849,698,"12,803,757","12,803,757","1,741,969",0.136051395
10493,WA,Crystal Mountain,3853,15500,46.953468,-121.475198,1,DFO,OIL,0.003,2.7,827,827,71,0.085852479
10504,WA,Encogen Generating Station,7870,15500,48.746,-122.486,4,NG,GAS,0.1298,176.4,"1,787,256","1,787,256","200,543",0.112207205
10506,WA,Ferndale Generating Station,54537,15500,48.828996,-122.685114,3,NG,GAS,0.2642,285.5,"4,868,823","4,868,823","660,733",0.135706925
10508,WA,Frederickson,99,15500,47.079722,-122.365,2,NG,GAS,0.0192,177.8,"854,109","854,109","29,871",0.034973288
10509,WA,Frederickson Power LP,55818,1738,47.086111,-122.365674,2,NG,GAS,0.2545,318.3,"5,004,577","5,004,577","709,562",0.141782612
10510,WA,Fredonia Generating Station,607,15500,48.4558,-122.4358,4,NG,GAS,0.0392,376,"96,911","96,911","129,254",1.333739204
10514,WA,Goldendale Generating Station,55482,10393,45.8114,-120.833,2,NG,GAS,0.4382,284.3,"7,888,106","7,888,106","1,091,228",0.138338405
10518,WA,Grays Harbor Energy Center,7999,1738,46.9692,-123.48,3,NG,GAS,0.4054,697.8,"18,074,895","18,074,895","2,478,312",0.137113494
10519,WA,Grimes Way,56016,20169,46.7289,-117.1514,3,DFO,OIL,0.0097,4,"4,553","4,553",339,0.074456402
10542,WA,March Point Cogeneration,54268,15500,48.4708,-122.56,4,NG,GAS,0.6157,166.8,"5,143,560","5,143,560","899,661",0.174910175
10551,WA,Mint Farm Generating Station,55700,1738,46.138824,-122.985506,2,NG,GAS,0.4879,319,"10,152,646","10,152,646","1,363,352",0.134285387
10559,WA,Northeast (WA),6210,20169,47.73511,-117.370538,1,NG,GAS,0.0028,61.8,"18,566","18,566","1,515",0.081600776
10571,WA,River Road,7605,3660,45.6497,-122.7256,1,NG,GAS,0.549,248,"8,787,590","8,787,590","1,192,592",0.135713205
10593,WA,Sumas Generating Station,54476,15500,48.9905,-122.2733,2,NG,GAS,0.2483,125.5,"2,198,111","2,198,111","272,946",0.12417298
10605,WA,University of Washington Power Plant,54809,16868,47.6539,-122.3036,6,NG,GAS,0.1426,15,"105,016","105,016","18,735",0.178398843
10619,WA,Whitehorn,6120,15500,48.885636,-122.75164,2,NG,GAS,0.0193,169.2,"768,377","768,377","28,556",0.037164048
10892,WY,Arvada,8028,19156,44.69,-106.1092,3,NG,GAS,0.0012,22.5,"3,851","3,851",231,0.059984404
10893,WY,Barber Creek,8030,19156,43.7219,-105.7689,3,NG,GAS,0.0011,22.5,"4,685","4,685",219,0.046744921
10895,WY,Big Sand Draw Plant,60130,8566,42.7527,-108.1697,5,NG,GAS,0.4242,8,"310,716","310,716","29,730",0.095682231
10904,WY,Cheyenne Prairie Generating Station,57703,3461,41.123611,-104.72,6,NG,GAS,0.0971,220,"1,472,439","1,472,439","187,201",0.127136675
10906,WY,Dave Johnston,4158,14354,42.8378,-105.7769,4,SUB,COAL,0.5942,922.2,"55,646,540","55,646,540","4,800,371",0.086265399
10907,WY,Dry Fork Station,56609,1307,44.388889,-105.460833,1,SUB,COAL,0.7032,483.7,"31,991,345","31,991,345","2,979,572",0.093136816
10918,WY,General Chemical,54318,14354,41.5933,-109.7542,2,BIT,COAL,0.8645,30,"1,270,151","1,270,151","227,183",0.178862956
10919,WY,Genesis Alkali,57915,14354,41.621667,-109.811944,6,SUB,COAL,0.8478,41,"1,682,834","1,682,834","304,480",0.180932902
10924,WY,Hartzog,8026,19156,43.8294,-105.5322,3,NG,GAS,0.0012,22.5,"4,743","4,743",244,0.051444023
10927,WY,Jim Bridger,8066,14354,41.7378,-108.7875,4,SUB,COAL,0.5127,"2,441.90","114,631,664","114,631,664","10,966,745",0.095669422
10929,WY,Lake (WY),7039,12825,44.415,-110.5739,1,DFO,OIL,0.0016,2.7,395,395,38,0.096202532
10930,WY,Laramie River,6204,1307,42.108889,-104.8825,3,RC,COAL,0.7136,"1,710.00","123,484,096","123,484,096","10,689,948",0.086569432
10935,WY,Naughton,4162,14354,41.7581,-110.5983,3,SUB,COAL,0.6504,832,"53,157,271","53,157,271","4,740,078",0.08917083
10937,WY,Neil Simpson II,7504,19545,44.2856,-105.3833,2,SUB,COAL,0.5835,130,"8,919,192","8,919,192","664,449",0.074496546
10938,WY,Neil Simpson II (CT2),55477,19545,44.285,-105.3786,1,NG,GAS,0.0333,40,"121,569","121,569","11,679",0.096068899
10939,WY,Old Faithful,2196,12825,44.4533,-110.8347,2,DFO,OIL,0.0091,2,"1,673","1,673",159,0.095038852
10960,WY,Western Sugar Coop - Torrington,57967,19032,42.0469,-104.1863,1,NG,GAS,0.3574,2,"36,605","36,605","6,262",0.171079689
10961,WY,Wygen I,55479,19545,44.2858,-105.3833,1,SUB,COAL,0.8111,90,"7,923,311","7,923,311","639,452",0.08070515
10962,WY,Wygen II,56319,19545,44.2919,-105.3811,1,SUB,COAL,0.9247,95,"9,366,084","9,366,084","769,549",0.082163367
10963,WY,Wygen III,56596,19545,44.2919,-105.3806,1,SUB,COAL,0.8385,116,"10,133,978","10,133,978","852,015",0.084075079
10964,WY,Wyodak,6101,14354,44.290128,-105.381482,1,SUB,COAL,0.639,402.3,"28,491,936","28,491,936","2,251,976",0.079039066
